"jr/precision-update",9d71f84b9e99fb2572ddcf5243e35af4018bcc79,1468866137,33,41,72,91,98,109,135,147,149,150,152,157,171,177,185,189,190,192,196,198,199,201,202,207,209,210,213,216,217,232,242,255,269,276,278,279,280,282,283,289,291,296,301,328,399,417
"jr/symfix",86cfe737579d0a59f09d2b1fd831a577657b0f05,1470678152,33,42,438,92,99,110,136,147,149,150,152,157,172,177,186,189,190,193,196,198,199,201,202,207,209,211,213,216,217,233,243,256,270,276,278,279,281,282,283,289,292,296,302,329,400,417
"jr/depfixes",6dc0274032590defb33787932a66c12d88b3dfb0,1470235599,33,419,420,421,422,423,424,147,149,150,152,157,425,177,426,189,190,427,196,198,199,201,202,207,209,428,213,216,217,429,430,431,432,276,278,279,433,282,283,289,434,296,435,436,437,417
"nanosoldier",565df1880d4c540f40ef94390456866be6016e0d,1492803572,1,2,3,6,11,17,23,35,44,84,92,102,113,144,148,149,151,153,157,176,177,188,189,191,194,197,198,200,201,206,207,209,212,213,216,217,234,244,258,271,277,278,279,281,282,284,290,295,298,302,330,407,418
"master",565df1880d4c540f40ef94390456866be6016e0d,1492803572,1,2,3,6,11,17,23,35,44,84,92,102,113,144,148,149,151,153,157,176,177,188,189,191,194,197,198,200,201,206,207,209,212,213,216,217,234,244,258,271,277,278,279,281,282,284,290,295,298,302,330,407,418
