"promote\_rule",8df953ac5d64ef7263d05cfea8fd0229afc2354a,1464014607,8,8,9,12,16,16,17,18,22,23,25,26,28,29,30,32,33,34,38,43,45,47,81,106,110,125,147,182,188,189,195,201,222,225,226,233,241,244,245,251,256,262,265,275,281,289,338,344,358,371,379,398,412,462,492,541,717
"promote\_op\_fix",bb0c9a4b1c0bb63c94e203753bd28e25c83c68db,1467735132,8,8,9,14,16,16,17,18,22,23,25,26,28,29,30,32,33,34,39,43,45,48,81,106,110,125,147,182,188,189,196,201,224,234,242,244,252,257,264,275,281,289,343,344,358,371,380,400,416,471,495,541,717
"string",4dcebdf46a1e18a97fff13a1dbd48c9376d8ced6,1463656225,8,8,9,12,16,16,17,18,22,23,24,26,27,29,30,32,33,34,38,43,44,47,81,106,110,125,147,182,188,189,195,201,219,225,226,232,240,244,245,250,256,260,265,268,275,281,289,335,344,358,371,379,398,412,461,486,541,716
"acb\_docs",7ba2bd8b564456b65f81db6b9f36879aec1ae5e5,1468942154,8,8,9,14,16,16,17,18,22,23,25,26,28,29,30,32,33,34,39,43,45,48,83,108,110,126,149,184,188,189,196,201,224,234,242,244,252,257,264,275,281,289,343,344,358,371,380,400,416,471,495,541,717
"arb\_docs",4416eb613080fc0575e84ee1b5c984185d3d30e0,1468331262,8,8,9,14,16,16,17,18,22,23,25,26,28,29,30,32,33,34,39,43,45,48,83,107,110,126,147,183,188,189,196,201,224,234,242,244,252,257,264,275,281,289,343,344,358,371,380,400,416,471,495,541,717
"v0.3",c2c53f2715657be1adb9bfd55ad047b8176f1794,1421185337,711
"documentation",54d6936454ca4f5314116ecc4ffae5da5deb798c,1462911335,8,8,9,12,16,16,17,18,22,23,24,26,27,29,30,32,33,34,38,43,44,47,81,106,110,125,147,182,188,189,195,201,219,225,226,232,240,244,245,250,256,260,265,268,275,281,289,335,344,358,371,379,398,412,461,486,541,716
"duplicate\_promote",c53113ee0f0c76c58651417251afa29db8c5dd83,1458738423,1086,1086,17,18,19,20,21,22,23,24,26,27,29,30,31,33,34,38,43,44,47,81,105,110,125,147,181,188,189,195,200,218,225,226,1087,1088,244,245,1089,256,260,265,268,1090,1091,289,333,344,357,370,379,398,412,459,486,541,716
"documentation7",bd5a961f659bf2b122f5794de1301695a96ed64e,1464804538,8,8,9,13,16,16,17,18,22,23,25,26,28,29,30,32,33,34,38,43,45,48,81,106,110,125,147,182,188,189,196,201,223,225,226,234,242,244,245,252,257,264,265,275,281,289,341,344,358,371,380,400,416,469,495,541,717
"documentation10",bd0df48a2b9b6aab3913aee64447a6838fe580d9,1464809626,8,8,9,13,16,16,17,18,22,23,25,26,28,29,30,32,33,34,38,43,45,48,81,106,110,125,147,182,188,189,196,201,223,225,226,234,242,244,245,252,257,264,265,275,281,289,341,344,358,371,380,400,416,469,495,541,717
"typo\_fix",c9f6b8039c9eb270dd80bb54d610c9db3b3d1cbc,1469453992,1,2,4,7,8,8,9,15,16,16,17,18,22,23,25,26,28,29,30,32,33,34,40,43,45,48,54,59,66,73,84,109,110,126,151,185,188,189,196,201,224,234,242,244,252,257,264,275,281,289,343,344,358,371,380,400,416,471,495,541,717
"documenter",a3de43c96b698e9afd67d5b8cb1ec3f08722b818,1462805740,8,9,12,16,16,17,18,22,23,24,26,27,29,30,32,33,34,38,43,44,47,81,106,110,125,147,182,188,189,195,201,219,225,226,232,240,244,245,250,256,260,265,268,275,281,289,335,344,358,371,379,398,412,461,486,541,716
