"prng\_evaluation",20f226874503e9dfb20e3ec01229ca5e9d2bc413,1442536406,175,181,185,188,192,205,225,238,239,14,17,20,24,36,42
"break\_something",a5c390128dd5747b5e890d3b25ab39902e189e39,1423360138,14,17,20,240,32,42
"prng\_gambler",d09157ab5cd93be8c03f3b4fdb4dfb4b5b497dea,1475235771,53,57,59,61,66,71,86,138,143,157,169,175,181,185,188,192,205,225,238,239,14,17,20,24,36,42
"Spritz",7c50c858b630b63ee4aa34adf4ddb1026c734e89,1427215993,43,44,45,47,49,11,12,13,14,15,19,23,50,40
"master",8f8406d6681214da434553ae7fd759971324a303,1427369881,14,17,20,24,36,42
