"reverse\_mode",a2fd50167bd94e40a563fc4d9e06527a32a0c0d5,1462218282,515,20,22,35,37,41,44,45,52,52,57,61,65,72,75,79,82,86,89,93,20,223,251,408,452
"iterative\_newton",f6e882d1d51dd116b6266f93b1aa99605010f514,1430149962,513,150,155,150,155,161,176,195,227,239,347,441
"aliases",6d8def6adb476ecf639e9c228f69fd8870b25d68,1446570170,510,57,58,62,67,73,76,80,83,87,90,96,100,115,128,511,137,19,138,148,148,159,159,166,192,209,230,249,512,445
"deprecations\_0\_5",ff3cad6545623063a4914419837dc5d16ebc3a2a,1471894317,1,4,5,7,8,9,509,15,27,35,39,42,44,45,53,53,57,61,65,72,75,79,82,86,89,93,225,255,414,454
"gh-pages",9ffb9235418e2a0d968ddd532f94ac9a831cf341,1462967524
"fixup",1892abab12fbbc008f994676ba571dbc6c9511d0,1465323123,5,7,8,9,507,508,25,35,39,42,44,45,53,53,57,61,65,72,75,79,82,86,89,93,225,251,411,453
"type\_stab",b1f96bab4ab7dcc48fc2ab29d6dca71414802ec1,1457719971,57,59,63,68,74,77,81,84,88,91,506,100,115,128,134,137,19,138,148,148,160,160,166,192,209,230,249,380,446
"name\_changes",b90ea2c1b38aa2287baac9715c759fe5b1031951,1463056740,462,465,20,469,472,475,41,44,476,52,52,57,479,482,485,486,489,490,493,494,497,20,499,500,504,505
"bisection",0cf9aba9835914eddcacb13547ed25a556dad972,1428976244,459,149,154,149,154,161,176,195,227,239,345,441
"errors",4d0db3072b43706170001c50835cfbbef7551722,1465321377,5,7,8,9,457,15,25,35,39,42,44,45,53,53,57,61,65,72,75,79,82,86,89,93,225,251,411,453
"master",7fe2f72987aa676986e6d1bf5416a595438cdeff,1472076324,1,4,5,7,8,9,13,15,27,35,39,42,44,45,53,53,57,61,65,72,75,79,82,86,89,93,225,255,414,454
