"cjh/bufread",81aae73f2c38d47e65f08d43930ce95556b5d465,1438090461,6,61
"kms/fix\_appveyor",e3ca5ff5ade4707728cfad0af1e0152d34020187,1466652328,8,50
"update\_tests",3e8dbb64db8c4755ca3f25c5e702af5919237991,1413853904,57,3,59,60
"master",6564b4b519f861ec9b3e1945023a4ee10c3ff79e,1473715386,11,56
