"arraypat",88734343fb16730fc3afbeb19e4abba47b17c65c,1357293676,49,60,63,66,69,78,83,86,97,140,149,151,164,171,180,185,192,193,194,195,49,216,83,222,226,260,291,340
"new\_dag2",30c8d2cea9bfc181169bd7a35d4385a50264149c,1390943436,381,387,399,406,407,408,413,416,423,443,446,453,478,484,487,488,489,491,492,495,496,407,488,144,492,413,192,193,194,195,488,446,423,484,491,453
"new\_pattern",d90d65dac20d6eceb5f17ae80a798deb148a5e49,1394865252,380,382,387,399,406,407,408,413,417,423,443,447,453,479,485,487,488,490,491,494,495,497,380,407,488,144,494,413,192,193,194,195,488,447,423,485,491,453
"new\_pattern\_backup",f15fcc71ddeb599b35fa65a24315244551a303cd,1388739271,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,52,60,63,66,73,78,83,86,108,144,152,169,171,180,192,193,194,195,52,216,83,222,226,265,291,343
"dev",54172a38deaf57a73f5f1c74272dd832fc8abc88,1357982074,49,60,63,66,69,78,83,86,351,140,149,151,352,171,180,353,192,193,194,195,49,216,83,222,226,260,291,340
"master",58ae7e552af55f9dac6ff3180e1c489f2b2a20a4,1456521713,0,1,54,61,64,67,74,80,84,110,146,154,170,192,193,194,195,54,217,84,224,267,293,343
