"stochvol",336945f0269f3f318441be425e51a9ac951a89ce,1443841869,84,87,8,88,91,30,31,32,53,56,58,63,67,76,81
"sl/exchange-simulation",2d9ad77a4ce65b3975eb50c8be27084137a59dba,1442859027,9,16,30,31,32,53,56,58,63,67,76,81
"sl/simplify",23f6bc26cbaf0667c77434ec627edabc7837a10e,1443727399,1,8,14,28,30,31,32,53,56,58,63,67,76,81
"master",463ceafc5749475340e367074f3eaf6248668eaf,1449697877,0,2,8,14,29,30,31,32,53,56,58,63,67,76,82
