"binomial",9c28599b524cccbf904a5732fbcc2d80c0ae639a,1464105261,94,95,96,97,98,99,100,101,102,104,106,107,108,109,110,111,112,113,114,115,116
"test\_distributions\_chris",1fe5e7d4f60c127eda5805bb40279d6c8f883b10,1467815640,12,13,14,15,16,17,18,19,20,21,24,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,73,74,76,77,78,79,81,82,83,84,85,86,87,89,90,91,92,93,94,95,96,97,98,99,100,101,103,105,106,107,108,109,110,111,112,113,114,115,116
"master",8534907b90b0d5d247d9fee157e53d1bc5946bb4,1463512063,0,1,2,3,4,5,6,9,10,11
