"fw/dep-invest",66511f0addb4118c3aca3809da2e250062fd2ff3,1465262323,8,10,352,12,14,17,26,29,32,39,46,53,55,63,82,106,112,125,139,353,180,26,202,208,354,356,357
"fw/prepare-v0.3.1",e269f452c2e09fd91f06fb282ac5068ac4b681d2,1463117047,12,14,17,24,29,32,38,45,52,55,62,82,104,112,117,125,139,150,180,24,201,206,236,244,274,312
"fw/no-macrotools",ee145736b81118d5e08aebf51801567d1915577f,1464135840,12,14,17,24,29,32,38,45,52,55,62,82,104,112,117,125,139,150,180,24,201,350,236,244,351,312
"master",80a79fffe096327a02e597562561576c393d25a9,1469386982,2,3,4,6,9,14,29,56,108,112,125,151,181,283,315
"fw/appveyor-badge",db8f8a198a7aa03112f55cc944c9f3cf28dbaf46,1466211204,5,9,10,12,14,17,26,29,32,39,46,53,55,63,82,106,112,125,139,151,180,26,202,208,237,279,313
"gh-pages",144855a385be0fd0121d4b7271f023dda8a28759,1469387412
"fw/v0.5-deprecations",7dd38d5bcd268c0b1ff8b07933025c6d401a05ea,1463113680,12,14,17,24,29,32,38,45,52,55,62,82,104,112,117,125,139,150,180,24,201,206,236,244,316,312
"fw/doc-improvements",e9bbbdfd403bb8971612f3d9bfa70f420e683c48,1467944784,2,3,4,6,9,14,29,56,108,112,125,151,181,283,315
"fw/doctravis",2db46f89a9bf7adcf2b91045368419bdd2b1899c,1466650238,5,9,10,12,14,17,26,29,32,39,46,53,55,63,82,106,112,125,139,151,180,26,202,208,237,279,313
"fw/update-license",cd75b655d61fa0bbdc9b5442f926225af704aee4,1463111837,12,14,17,24,29,32,38,45,52,55,62,82,104,112,117,125,139,150,180,24,201,206,236,244,273,312
"fw/fix-documenter",dc3f0d1b39957753050ca4f553fb088253a96814,1465176982,317,10,12,14,17,26,29,32,39,46,53,55,63,82,106,112,117,125,139,150,180,26,202,208,236,244,278,312
"fw/fix-utf8string",23352f49b0e9f0e3750ea013a150a129b43273bf,1465095645,10,12,14,17,321,29,32,322,323,324,55,325,82,106,112,117,125,139,150,180,321,201,207,236,244,326,312
"fw/factor-data",57c9ac9bb4fe31ffe510769bc289df4abe5e09c8,1466896060,327,5,9,10,12,14,328,29,32,39,46,53,329,82,106,112,125,139,151,180,328,202,208,237,330,313
"fw/majorunit",0f3606226936289cbd410930a17a82b12d20b334,1467175201,333,3,4,6,9,14,29,56,334,112,125,151,335,336,337
"fw/fix-show",4492d038e82719fb10f585721cd6173a372967cb,1465266495,8,338,12,14,17,26,339,32,39,46,53,55,63,82,340,112,117,125,139,150,180,26,202,208,236,244,278,312
"fw/deprecated",cb3c32f5ccd1fd33c57a595fad19a01f8a9cbba5,1466973102,318,3,4,319,9,14,29,56,107,112,125,151,180,320,314
"fw/minver",a9817461a916e02d94d308d18fff5944bae078ea,1466318122,5,9,10,12,14,17,26,29,32,39,46,53,55,63,82,106,112,125,139,151,180,26,202,208,237,279,313
"EricForgy-patch-1",b4ce6a8890e2429fb10066f8ff3483759e1bc481,1466143109,5,8,10,12,14,17,26,29,32,39,46,53,55,63,82,106,112,125,139,151,180,26,202,208,237,279,313
"fw/refactor",dbb9f1808367e99c77beb12de868194c3c83ee10,1466972652,360,361,4,362,9,14,29,56,364,112,125,151,180,367,368
"writemime",5436e6e316c23662520da5623a26b4863e3e08ff,1464845039,347,12,14,17,24,29,32,38,45,52,55,62,82,348,112,117,125,139,150,180,24,201,207,236,244,349,312
"fw/precompile",e18e949de4edb7ef09e3a848f9de909b0dc15e04,1465080813,10,12,14,17,24,29,32,38,45,52,55,62,82,331,112,117,125,139,150,180,24,201,207,236,244,332,312
"fw/documenter",50fe52573333f5386066f587f738b7412026928a,1465155951,341,10,12,14,17,342,29,32,39,46,53,55,63,82,106,112,117,125,139,150,180,342,343,344,236,244,278,312
"fw/delete-return",fb96a94b642dc0476b785afd4eda80d73e8de11a,1469212831,2,3,4,6,9,14,29,56,108,112,125,151,181,283,315
"fw/mkdocs-revamp",2da24fb92be63e62388a3a93131ba342500f14dc,1468035868,2,3,4,6,9,14,29,56,108,112,125,151,181,283,315
"fw/multilang",24f9a67b80ba732ab721dec9b3f06e8137d7d2ef,1467266318,2,3,4,6,9,14,29,56,108,112,125,151,181,283,315
"fw/codecov",0e8f5e0130dc66d57e441a67994853c3cf207ff4,1463112407,12,14,17,24,29,32,38,45,52,55,62,82,104,112,117,125,139,150,180,24,201,206,236,244,273,312
"fw/move",acf97d0a8a1f7ba81e42686572becc751183233f,1466211029,5,345,10,12,14,17,26,29,32,39,46,53,55,63,82,106,112,125,139,151,180,26,202,208,237,279,313
