"miniconda2",d36f1b53d144bde58fea435258305a0c6838f330,1486210249,9,10,9,77,96
"release-0.2",c63dd73a1b159ef3505b52db8b18fc20d9467352,1474213976,97,91
"master",bae605e4789993df0ba9cb192e86790869527d8f,1491496536,9,10,9,79,96
