"m3/heisenbug",c83a3c5501c06eccb9fa828e9955c3dae1763bab,1428865117,399,5,400,20,22,24,26,34,42,47,52,56,403,406,104,115,409,139,410,416,198,210,218,426,433
"m3/TupleTypes",a517ac950c28f4d7974ea31638b5fee5415c0bb2,1434973501,0,386,5,387,20,22,24,26,388,43,389,53,57,390,92,391,117,392,393,394,395,198,210,219,396,397
"m3/Not",c960809d41af68e4114d02e330da605a320dbb95,1435541978,0,4,5,15,20,22,24,26,37,43,48,53,57,71,359,364,365,367,368,149,371,373,378,219,382,385
"m3/dispatch-bug",5747b4526bba7df258f3925bd71c4364d155b5c5,1435151035,0,4,5,338,20,22,24,26,37,43,48,53,57,339,341,105,117,344,140,345,348,199,211,219,352,356
"m3/para-methods",096c551704c7bf7191693f8413be4981afb144a3,1429023633,0,3,5,9,20,22,24,26,36,42,47,53,57,68,91,104,116,132,139,147,180,198,210,218,253,284
"tf/monads",dc1c37ed60cf04b592e8a2764a862e49829c3fa7,1423836609,299,305,306,19,22,24,26,311,41,47,52,56,63,319,321,324,326,139,146,328,330,207,218,333,334
"m3/type-traits",8c15f9160de0db58b945658fbf6dc8d5aebcb806,1427717559,291,1,5,8,20,22,24,26,34,42,47,52,56,63,85,104,115,292,139,146,164,197,209,218,294,295
"master",bc6b03205a58727da0e89a90f79e51227d4352e2,1487075825,0,4,6,17,20,22,24,26,39,43,48,53,57,71,93,107,118,136,142,149,187,200,214,219,262,289
