"jr/old\_serialize",f64feaf09a431af362166d6714f2e8cdc28883b4,1467837884,249,3,25,35,69,109,250,178,251,221
"jr/resolution",54b095cfbd446ce0e018c299453509174a408f12,1466695280,225,226,3,25,227,69,229,120,231,235,239
"jr/serialize",f9376e6ffafa0c491a7906ab3b3ed4656b24f92d,1467837884,246,3,25,35,69,109,247,178,248,221
"jr/bootstrap",31e9932d9418888e2b054e71b7e607d12ed850c3,1467235846,243,225,226,3,25,227,69,229,120,244,245,239
"jr/showfix",627fa75d045813aef736d8af633f18ebc1ee4cff,1464270127,3,240,35,68,109,120,241,242,221
"jr/subsample",78ad324cd81ebc95c516e8d8b552f88819ec4e82,1468884144,222,225,226,3,25,227,228,230,120,234,238,239
"master",93ffa921db185d4ff8b715f954a4d9b42cfadc27,1472129829,3,25,35,69,112,120,178,213,221
