"kc/deprec0.6",1c75a8efac2abe6f33fd2df350101fb81be9bbff,1487926407,0,2,15,21,30,34,175,62,66,74,79,176,177,115,126,139,146,159,167
"kc/gpu",c8a9272a0009d08e07f11274355fd9ba0031a363,1447622391,169,172,173,19,26,32,41,55,66,70,77,86,96,112,122,133,143,151,164
"master",7c6909d611530bee87fa0fe7bbd163e19e599795,1487937609,0,2,15,21,30,34,51,62,66,74,79,90,105,115,126,139,146,159,167
