"optimization",1a84a388382cd2e2cfa5e33735278e714241fac7,1472666642,1,9,11,13,25,31,36,44,51,57,66
"acc",cad0956968b3d4b36a52b52b24803a14f0290e7b,1479896641,4,9,11,13,25,73,74,75,76,61,78
"worserg",09663a8d8cccd87aaebee9e3aae402ce4a3839ce,1471573727,9,71,11,12,24,31,36,37,38,39,40,41,42,44,49,72,66
"julia-0.4",f3a171abc733dcca00bc583b85773b1e07991037,1474062145,1,9,11,13,25,31,36,44,51,58,66
"threads",1c9f712e1c870e42dea3aa4976fb809a7c69ae76,1479947788,67,9,11,13,25,31,68,44,51,61,66
"master",2ae5f32dbc304b068e4fa64877e682c6d778faec,1488919238,7,9,11,13,25,31,36,45,51,64,66
