"devl4",4e8895200fbe6857c0a8122415dc6a8be0c51793,1423589712,14,17,28,83,98,116,144,166,228,246,296,364,396,681,723
"devl2",b9f3adc1e1aea4de4b3cd635d919cca759d619de,1452207131,822,827,849,864,873,1,2,884,14,21,30,896,99,122,148,166,232,247,304,366,402,689,729
"devl3",a4d574483a0c11c76b13dbbdb87c3e49ae36a423,1454364319,791,800,802,808,813,821,824,839,857,870,1,2,884,14,21,30,896,99,122,148,166,232,247,304,366,402,689,729
"devl",38e5e63c8b24508995e6d029d6928b24c02bf833,1472680826,1,2,766,14,21,768,99,124,152,166,770,247,773,366,775,690,778
"lora-branch",c30d2250c95d5904eb2301a77bffc50d9fbbe4d3,1442264061,779,751,781,783,785,761,740,764
"newoldversion",a7efdbfd329265f8cd314234f66de3fc16d2f2ea,1413981157,749,751,753,755,757,761,740,764
"master",89e1c0bf92f2252786d3d34be7ee69d8a204f077,1460024502,1,2,13,14,21,31,99,124,152,166,236,247,308,366,407,690,730
