"anj/cholmod",d0d84105f84f86af42ebf1ea597f4775355f7f5d,1491943674,0,11,187,25,34,36,45,188,67,88,113,133,152,189
"sb/strided",4e6fda78f131c977d5db9cb6c59c11cff50628ec,1455101512,8,18,24,30,36,42,53,64,81,108,127,149,182
"dh/wip-0.3",2caecf8de4820d6a21c933d83a90ddc49454f47a,1414672480,20,27,35,39,49,60,77,103,123,143,174
"master",a7871cb072f73f4792c43a70a295c1ef8b03c593,1492561263,0,11,19,25,34,36,46,54,67,89,113,134,152,186
