"lslq-paper",627835a7550f0a14b62fd60ee6b31e582b0bd1d3,1450366210,591,592,46,48,593,594,63,595,596,80,84,88,95,96,435,111,114,122,123,129,136,138,145,153,159,164,171,176,191,200,202,212,224,234,244,436,286,299,314,321,337,345,349,360,368,384,398,411
"develop",1c595c2dd9bedf68c5a4d922acfb4e9c54b6145a,1485036061,437,439,441,442,446,458,466,471,475,476,477,481,486,490,495,496,501,505,508,111,513,514,519,523,524,528,532,171,533,539,202,543,544,545,546,550,559,562,566,572,360,577,582,585,588
"lslq",2c79a36248a9cbe66f451d9c4b36d6b19548b038,1445374349,433,434,46,48,53,60,63,70,77,80,84,88,95,96,435,111,114,122,123,129,136,138,145,153,159,164,171,176,191,200,202,212,224,234,244,436,286,299,314,321,337,345,349,360,368,384,398,411
"types",baf2e92aa5a1195bcfc3295dca5f00b04a03bb52,1485559793,0,2,4,5,9,416,30,417,45,47,49,418,66,419,83,85,420,100,421,111,422,124,423,142,146,424,168,171,177,425,202,217,225,235,245,269,426,427,428,357,360,375,389,402,415
"master",75982aa035cb174077698f8656120eef1d555c55,1485648571,0,2,4,5,9,22,30,39,45,47,49,58,66,75,83,85,94,100,110,111,121,124,135,142,146,158,168,171,177,198,202,217,225,235,245,269,297,318,342,357,360,375,389,402,415
