"sddp-dh",2e228fd79ba3c07c2bc858ab4d281aefcf1938a5,1492009445,7,8,14,17,18,42,51,54,63,87,89,104,113,208,234,945,334,394,424,946,948,950
"release-0.4",46c2f44f2676ab26d8e8f65185abaa04c4e0233f,1492699943,787,797,806,811,814,17,820,823,828,54,63,842,89,113,851,865,873,875,876,895,905,912
"nlds-refactoring",4066e79299880c1b4188625b33c3c7c500e2559d,1488922167,787,923,806,809,814,924,17,820,823,825,54,63,87,89,113,925,851,926,873,875,876,927,905,912
"fix\_w\_handled\_as\_dec\_var",014682e8190f5ff26ee770608487a52bfab79bda,1472222606,14,18,27,49,52,63,913,89,102,113,204,231,267,329,394,422,915,916,917
"dev\_sdp\_pmap",3a81db4f80d89c2e41d42ded9b8d5f481c1e8489,1493279847,787,797,808,813,815,17,820,824,834,54,63,846,89,113,851,872,874,875,877,895,905,912
"sdpmodel\_from\_spmodel",b8033a7751d24e054d64f4d6633d3636314a0d16,1478249048,784,8,14,17,18,42,51,54,63,84,89,104,113,786,233,293,334,394,424,597,675,726
"dev\_macros\_interface",53c3393f4e97efcdce6abce5b7921c72cff9f93c,1462377326,933,939,940,89,94,106,124,942,215,944,324,369,417,426,434,452,523,644,713,751,753
"dev-risk",6afba1915484a65a237795de97221f5a79b7f64c,1473266875,14,18,27,49,52,63,918,89,102,113,204,231,919,329,394,422,920,921,922
"dev\_sdp",c61d236bfbfac5e823c2413e96fa47b3e0af58b5,1493287118,787,797,808,813,815,17,820,824,834,54,63,846,89,113,851,872,874,875,877,895,905,912
"include-random-cost",8d9a39c908795ed44f0df7f6413e1651eb74550e,1491832586,7,8,14,17,18,782,51,54,63,761,89,104,113,208,762,765,769,394,424,771,775,783
"variable-state-bounds",73b4e5e9ed966f6b11f04d943a22e381b2f06ad7,1491995141,759,7,8,14,17,18,760,51,54,63,761,89,104,113,208,763,768,769,394,424,774,776,781
"w\_non\_linearity\_workaround",d0f9e83b72fd102968e9d0d89adefa4fa1a241a2,1465766290,76,89,100,112,185,227,260,328,383,421,452,754,755,756
"master",f68b9da541c2f811ce24fc76f6065803a0715c2f,1488795352,7,8,14,17,18,42,51,54,63,87,89,104,113,208,234,294,334,394,424,598,675,727
