"sl/0.6",3894aa27f8770efce9d42fa1b0358f73e6539306,1492220077,648,649,651,652,653,7,11,13,14,656,657,658,660,661,130,134,140,662,663,664,156,665,171,666,184,189,206,212,216,667,668,669,671,669,273,281,674,680,681,674,680,349,361,684,686,687,688,535,690,691
"julia-0.4",3aeaf094def0506d4e796feedabf86306091aff6,1477538551,3,5,6,7,13,14,32,40,59,72,90,122,130,134,140,144,147,151,156,160,170,177,184,189,206,212,216,219,224,248,265,248,273,281,303,310,323,303,310,349,361,377,409,487,525,535,617,637
"gh-pages",a6922727e240d3ea9cad5b9e1fc049e205db5d6c,1488472414
"tauchen\_mean\_change",de94108506343fe9ab1ecca2599b8eba4813ab82,1490980575,1,2,3,5,6,7,11,13,14,32,40,59,92,124,130,134,140,144,147,151,156,160,171,177,184,189,206,212,216,219,224,248,265,248,273,281,305,311,323,305,311,349,361,378,409,487,526,535,619,638
"transddp",e9a52f77a5a6642d999d736c6dd8aa8427b2a8b2,1462341085,13,14,641,642,59,72,89,113,130,134,140,144,147,151,156,160,170,177,184,189,206,212,216,219,224,246,264,246,273,281,302,310,320,302,310,349,361,376,409,485,522,535,609,636
"sl/mc\_iterators",1a14c7311831ee89858cc41bcf031deb00dd4b0e,1478526844,3,5,6,7,13,14,32,40,59,72,90,123,130,134,140,144,147,151,156,160,170,177,184,189,206,212,216,219,224,248,265,248,273,281,303,310,323,303,310,349,361,377,409,487,525,535,618,637
"sl/styleguide",69aa77b92e822f1c17223668a619c7cbfa4d7200,1439349832,639,84,85,103,128,131,137,141,145,149,153,157,167,173,179,186,197,203,208,215,219,224,229,231,244,250,253,255,256,262,244,266,272,281,298,307,320,298,307,325,326,332,335,341,344,349,351,359,364,371,380,382,386,388,390,396,400,406,441,454,456,459,461,464,474,485,517,529,531,533,535,536,541,591,625
"master",855dcbfb02db11f5b0efcd864e32b016c8865aa6,1488471668,1,2,3,5,6,7,11,13,14,32,40,59,92,124,130,134,140,144,147,151,156,160,171,177,184,189,206,212,216,219,224,248,265,248,273,281,305,311,323,305,311,349,361,378,409,487,526,535,619,638
