"julia-0.2",33229ff87b86acb1cdaa39b5e228469b0c78a8fd,1398450579,286,115,133,154,162,252
"jmw/coefnames",51cbb9d3f840760e058bc6a4c5e3805a4762c06e,1374104690,111,127,153,154,285,250
"jmw/cleanup",a2bd85b737a6d23f02f8545a9273b3489997296d,1390249589,5,115,133,154,162,252
"sjk/fact-restructuring",3301dcdd6af9f1a5b36c65f8b24629913554b552,1444878528,282,119,144,154,283
"dataframes",44131fbda5a6cfc87c962045f1d06d2d9887299e,1396583885,0,8,116,135,154,281,257
"sjk/separation",a169baf25175168b9b4ddff8b0f4268ce850d746,1444092193,21,119,144,154,175
"release-0.5.6",5765bffd4c1afbbf6f99dd442634289a59329537,1476760655,279,120,149,280
"sjk/fit!",8aa48e9f238b0e68f4b3a36cc4933d4013a1787d,1443984567,21,119,144,154,175
"master",6052ba9e5dff8ad7ce2ee2bc4c547a3be69ae202,1490306974,34,121,152,203
