"kc/gpu",c8a9272a0009d08e07f11274355fd9ba0031a363,1447622391,159,162,163,19,26,31,40,52,63,67,74,82,91,106,116,127,135,142,154
"master",9c97491c18e98cb13d2d379a9af19d4132e9e343,1473690400,0,2,15,21,29,33,48,59,63,71,75,85,99,109,120,131,137,149,157
