"oneDimensional",768788a1749617c4377ed845271efbf774df5526,1414746626,35,39,50,70,74,77,82,85,88,108,134,134
"segregated",c807b96432018c7785dd8a56d82eb9ef3fff23e1,1416680109,6,14,16,144,24,27,34,42,66,71,75,80,83,85,89,145,134,134
"coupled",99de040df7cd633ecbdb70876a48f5b2ece5f2a6,1416737207,0,6,14,16,22,24,27,34,42,68,71,75,80,83,85,89,129,134,134
"combined",8fe175d9d40efb66d6d8cb175a7fb23663f1c2e3,1416737079,139,140,6,14,16,22,24,27,34,42,67,71,75,80,83,85,89,143,134,134
"pairwiseSegregated",5409164dac855b506f8015aaed6f40e12a0d17fd,1416736808,6,14,135,22,24,27,34,42,66,71,75,80,83,85,89,138,134,134
"master",136282a38ce7e80ff9fb747268600ea30be8e2f2,1417513042,0,6,14,16,22,24,27,34,42,68,71,75,80,83,85,89,130,134,134
