"geometric\_midpoint",126e444e3178e623bcacaf8810b0680e0e25e77f,1489932731,1,653,8,10,653,8,14,16,18,52,54,55,59,66,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,367,541,590
"documenter",c0aa9c70762e2c5f923a8e4f60133964bdfaddae,1490983394,647,1,4,8,10,4,8,14,16,18,52,54,55,59,66,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,367,541,590
"aliases",6d8def6adb476ecf639e9c228f69fd8870b25d68,1446570170,630,150,151,157,163,170,174,179,183,188,192,199,203,218,231,631,240,103,241,251,251,262,262,269,295,312,339,358,632,572
"improve\_bisect",82890f94e160b9aba7d6bdee0cca18c186651c5b,1489864082,1,675,677,10,675,677,14,16,18,52,54,55,59,66,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,367,541,590
"iterative\_newton",f6e882d1d51dd116b6266f93b1aa99605010f514,1430149962,629,253,258,253,258,264,279,298,336,348,459,568
"Base.Test",402b9c48a7942cb81fd2b5f394b5173a24746fb5,1487298019,50,53,55,655,658,69,72,660,663,85,666,111,121,668,133,137,138,146,146,150,154,160,168,172,177,181,186,190,195,329,364,669,673
"bisection",e42821e1c5e75f709a1f789f12a879b7250c4c42,1490056874,609,614,1,4,615,10,4,615,14,16,18,52,54,55,59,616,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,619,541,590
"lb/itf1788\_Base.Test",92b2b4919f39f81e06d299f98886f11b5fd128e0,1488762170,594,3,6,9,3,6,12,15,18,50,53,55,58,63,70,72,74,77,87,96,112,122,129,134,137,138,146,146,624,599,600,601,602,603,604,605,606,607,333,367,537,587
"paralellize\_tests",5799e78780a8f730ad4f3fe2d45a49fed13b98fb,1488748332,594,3,6,9,3,6,12,15,18,50,53,55,58,63,70,72,74,77,87,96,112,122,129,134,137,138,146,146,598,599,600,601,602,603,604,605,606,607,333,367,537,608
"gh-pages",9ffb9235418e2a0d968ddd532f94ac9a831cf341,1462967524
"fix\_radius\_0.6",a80d3876e62e3404de62c06dc7f07127a8226bdd,1486964011,50,53,55,57,62,69,72,73,76,648,94,111,121,127,133,137,138,146,146,150,154,160,168,172,177,181,186,190,195,329,364,652,582
"error\_free\_arithmetic",951597a3c8db946189c475307305f96b9c16672c,1490964570,637,642,643,4,8,10,4,8,14,16,18,644,54,55,59,66,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,367,645,646
"reexport",5d821fe09bc90d886f104a46eed5178c3d4ecf1b,1493057012,137,138,626,628
"multidim\_newton\_operator",9eec072f704a54072cd03f91d4d0a278cd7f8216,1490035383,609,614,1,4,615,10,4,615,14,16,18,52,54,55,59,616,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,619,541,590
"rename\_inf\_sup",bcd102575cd4db6859c058f6232fbceeb20b0878,1490034940,1,3,7,10,3,7,14,16,18,52,54,55,59,66,70,72,75,79,91,99,112,591,130,135,137,138,146,146,150,156,161,169,173,592,182,187,191,196,334,367,593,590
"fix\_trig\_large\_args",d6008200a42e9c7722ccfea65f52298cb028f149,1489892050,1,3,7,10,3,7,14,16,18,52,54,55,59,66,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,367,541,590
"tests\_pass\_0\_6",d1ae1675783b0a666944b00541a484208a9345a9,1490736845,1,4,8,10,4,8,14,16,18,52,54,55,59,66,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,367,541,590
"remove\_root\_finding",29916c4075387f6614bbcd0ebe29c292277b60a4,1491157553,1,10,14,16,18,52,54,55,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,633,634
"master",b85d0b5869a82c8bc173ed96b1728946d4caaaec,1490060034,1,4,8,10,4,8,14,16,18,52,54,55,59,66,70,72,75,79,91,99,112,122,130,135,137,138,146,146,150,156,161,169,173,178,182,187,191,196,334,367,541,590
