"Files","LOC","ParseFailures","type_decs","Subtyping","Functions","Modules","Project"
13,2558,0,15,51,103,5,2461
13,370,0,1,1,11,1,2462
2,4643,0,0,0,7,2,2463
181,35469,17,85,378,926,34,2464
7,2385,0,9,41,63,3,2465
9,6015,0,11,90,85,6,2466
1,20,0,0,0,0,0,2467
75,25823,1,128,304,705,25,2468
1,76,0,0,0,2,0,2469
4,737,0,1,2,32,0,2470
3,2448,0,22,28,69,3,2471
3,1246,0,3,19,22,1,2472
12,3188,0,8,20,104,4,2474
3,1366,0,5,20,26,1,2475
4,1371,0,11,13,48,2,2476
3,235,0,0,0,8,0,2477
12,4360,0,25,44,172,5,2478
4,136,0,1,5,3,1,2479
1,170,0,0,0,9,1,2480
1,29,0,0,0,0,0,2481
2,303,0,1,8,8,0,2482
4,1114,0,6,6,54,3,2483
3,246,0,0,1,2,1,2484
11,3092,0,12,14,98,5,2485
9,2059,0,4,12,64,2,2486
2,631,0,0,0,13,0,2487
29,4344,3,28,88,133,4,2488
68,10189,2,41,132,258,19,2489
1,275,0,2,8,12,1,2490
13,1930,0,10,21,54,4,2491
7,531,0,2,4,28,2,2492
1,326,0,0,0,0,0,2493
22,3942,0,24,33,197,12,2494
9,272,0,3,2,5,4,2495
2,40,0,0,0,2,0,2496
24,4594,0,14,103,167,8,2497
13,2186,0,0,0,16,1,2498
21,2835,1,15,9,74,1,2499
8,952,0,11,13,46,4,2500
6,337,0,4,4,19,0,2501
3,61,0,0,0,2,0,2502
52,29152,0,536,326,1245,16,2503
4,100,0,0,0,2,0,2504
3,2103,0,1,1,7,2,2505
2,80,0,0,0,1,0,2506
31,97300,11,2,22,206,6,2507
3,374,0,2,4,14,0,2508
53,7510,1,29,64,299,7,2509
3,25,0,0,0,0,0,2510
2,24,0,0,0,0,0,2511
1,18,0,0,0,0,0,2512
1,3,0,0,0,0,0,2513
3,90,0,0,0,0,0,2514
2,209,0,0,0,7,1,2515
1,443,0,5,0,13,1,2516
5,394,0,0,15,16,4,2517
2,66,0,0,0,0,0,2518
1,17,0,0,0,0,0,2519
17,7299,3,12,51,179,8,2520
13,880,1,0,2,22,1,2521
6,355,0,2,7,15,0,2522
3,193,0,2,2,4,0,2523
2,115,0,0,0,0,0,2524
1,27,0,0,0,1,0,2525
15,1456,0,12,11,49,1,2526
1,120,0,0,0,6,1,2527
4,330,0,3,3,9,0,2528
11,2814,2,0,77,129,0,2529
21,2148,2,11,9,84,2,2530
6,1305,0,0,3,61,2,2531
3,172,0,2,2,9,0,2532
3,492,1,0,0,4,0,2533
2,324,1,0,0,1,0,2534
144,26381,11,118,187,758,34,2535
1,90,0,0,0,0,0,2536
4,571,0,0,0,1,1,2537
3,383,0,15,3,9,1,2538
4,553,0,2,0,12,2,2539
3,216,0,1,0,12,2,2540
35,5077,1,30,31,256,2,2541
2,164,0,0,0,0,0,2542
3,122,0,2,2,7,0,2543
2,124,0,1,2,5,1,2544
20,2972,0,7,7,143,3,2545
3,289,0,1,2,17,0,2546
1,37,0,1,0,2,0,2547
11,782,0,0,19,30,1,2548
2,819,0,4,3,44,0,2549
2,678,0,2,3,34,0,2550
6,2026,0,1,5,94,1,2551
319,65709,12,342,614,2526,117,2552
2,470,0,2,0,22,0,2553
4,406,0,3,1,17,0,2554
4,49,0,0,1,0,0,2555
0,0,0,0,0,0,0,2556
4,112,0,0,1,2,0,2557
6,1792,0,0,0,61,0,2558
19,5735,0,7,47,240,5,2559
11,1584,2,24,24,61,7,2560
3,190,0,0,0,0,0,2561
15,1660,1,17,17,49,0,2562
1,44,0,0,0,3,0,2563
12,552,0,0,1,13,4,2564
8,578,1,1,3,6,0,2565
4,11848,0,0,0,1,2,2566
16,1400,0,2,22,40,0,2567
10,824,1,1,0,14,1,2568
2,145,0,0,0,1,1,2569
19,1780,2,7,6,33,5,2570
2,570,1,4,4,6,0,2571
42,4368,6,25,31,143,11,2572
2,187,1,0,0,0,1,2573
8,2156,1,4,0,57,3,2574
1,77,1,0,0,0,0,2575
2,213,1,0,0,0,1,2576
2,199,0,0,1,8,0,2577
3,60,0,0,0,3,0,2578
6,2003,0,0,93,130,2,2579
1,11,0,0,0,0,1,2580
1,103,1,0,0,0,0,2581
7,1784,2,0,49,90,1,2582
12,1957,1,17,27,106,2,2583
11,1801,0,8,28,95,2,2584
4,691,0,2,9,68,2,2585
2,158,0,0,0,3,1,2586
13,971,3,0,0,5,2,2587
6,864,0,2,40,21,1,2588
1,92,0,0,0,0,0,2589
20,3552,1,9,144,147,4,2590
1,93,0,1,0,2,0,2591
6,833,0,2,0,34,1,2592
177,29582,20,101,233,731,43,2593
7,738,1,5,0,13,1,2594
7,856,4,2,1,8,0,2595
6,1506,0,2,1,16,1,2596
23,1802,5,6,11,42,3,2597
6,259,0,4,8,4,4,2598
3,172,0,1,1,14,0,2599
4,273,0,0,0,14,1,2600
5,774,0,0,0,4,0,2601
2,41,0,0,0,1,2,2602
3,193,0,0,0,9,0,2603
14,1528,0,7,3,32,1,2604
6,1249,0,1,0,23,9,2605
5,1021,0,3,22,29,1,2606
6,4764,0,4,18,24,5,2607
2,39,0,1,0,1,1,2608
8,1260,1,6,30,45,3,2609
2,313,1,0,9,7,1,2610
12,810,0,4,2,37,2,2611
2,636,1,0,9,6,1,2612
5,170,0,1,2,16,5,2613
7,254,0,2,3,24,7,2614
6,406,0,12,0,26,0,2615
3,204,0,5,3,21,0,2616
12,1238,0,20,10,78,7,2617
1,48,0,1,0,3,0,2618
3,1160,0,3,10,36,0,2619
2,268,0,3,0,18,0,2620
2,410,0,2,0,18,1,2621
8,716,0,5,1,34,3,2622
52,6353,0,206,68,149,12,2623
1,134,0,2,0,4,0,2624
27,8902,0,5,43,485,3,2625
4,97,0,1,1,8,0,2626
2,230,0,1,0,12,0,2627
2,128,0,0,4,2,0,2628
6,1289,4,0,0,6,0,2629
6,2909,0,4,8,105,2,2630
7,405,0,4,7,11,6,2631
6,1172,0,20,23,46,2,2632
2,114,0,1,1,3,1,2633
0,0,0,0,0,0,0,2634
6,525,0,2,6,33,5,2635
3,260,1,1,1,9,0,2636
34,5104,5,125,123,224,7,2637
2,137,0,0,0,4,0,2638
6,436,0,0,0,3,3,2639
2,52,0,0,0,1,0,2640
2,14,0,0,0,0,1,2641
1,84,0,0,0,2,0,2642
3,118,0,1,2,3,2,2643
2,177,0,1,1,1,0,2644
13,1682,1,12,30,103,5,2645
10,999,0,7,18,48,3,2646
4,520,1,3,33,17,0,2647
2,148,0,0,0,0,0,2648
3,56,0,0,0,2,0,2649
1,78,0,2,0,7,0,2650
1,214,0,0,0,0,0,2651
4,307,0,16,14,9,1,2652
23,1438,0,57,54,68,5,2653
1,158,0,8,9,7,0,2654
2,172,0,1,0,13,0,2655
3,293,1,1,0,2,0,2656
19,1202,1,5,3,24,1,2657
3,679,0,1,1,70,0,2658
5,257,0,0,0,0,0,2659
2,400,0,1,0,15,1,2660
2,162,0,0,0,0,1,2661
4,2673,1,4,0,97,1,2662
2,207,0,0,1,12,0,2663
1,81,0,9,9,0,0,2664
23,31697,5,29,33,54,1,2665
27,5883,1,13,39,192,18,2666
43,16847,9,15,18,796,2,2667
1,2092,0,0,0,2,1,2668
7,1784,2,0,49,90,1,2669
5,179,0,2,10,2,1,2670
4,359,0,2,2,9,1,2671
12,824,0,7,29,19,7,2672
6,571,0,0,39,7,0,2673
1,77,0,1,0,0,1,2674
7,4152,0,81,27,32,1,2675
6,2199,0,16,6,149,3,2676
7,341,0,0,0,1,0,2677
1,57,0,0,0,0,0,2678
5,522,1,2,0,3,0,2679
2,109,0,4,0,0,0,2680
16,1113,1,7,17,32,1,2681
14,788,0,0,0,6,0,2682
164,37992,31,159,323,1095,29,2683
14,1239,0,2,0,25,3,2684
1,46,0,0,0,2,0,2685
1,90,0,0,0,5,0,2686
2,294,0,2,5,15,1,2687
1,77,0,2,0,4,1,2688
2,103,0,1,2,1,0,2689
4,192,0,2,3,18,4,2690
2,201,0,1,7,3,1,2691
4,688,0,1,13,28,2,2692
12,1739,0,0,4,6,7,2693
5,2044,0,9,0,130,3,2694
15,7514,1,26,0,441,10,2695
5,3069,0,12,0,189,5,2696
6,7151,0,24,0,474,6,2697
2,572,0,2,0,9,1,2698
6,5260,1,18,1,205,4,2699
8,3432,0,34,28,133,6,2700
18,4736,0,0,0,24,0,2701
1,78,0,1,5,3,0,2702
6,3300,0,24,18,181,3,2703
1,62,0,0,0,7,0,2704
6,1858,0,0,61,55,6,2705
2,733,1,0,25,5,1,2706
1,28,0,0,0,1,0,2707
6,1013,0,12,23,46,2,2708
1,1054,0,6,2,40,1,2709
1,83,0,2,0,8,0,2710
2,1256,1,6,3,62,1,2711
4,79,0,0,0,1,0,2712
17,2618,0,2,0,52,1,2713
5,933,0,4,0,52,3,2714
16,6356,0,95,521,417,1,2715
41,6997,3,10,10,76,5,2716
9,602,2,2,3,21,1,2717
3,232,0,1,5,14,0,2718
20,3370,3,5,17,114,0,2719
11,1200,0,12,10,26,0,2720
3,133,0,1,1,2,1,2721
2,65,0,0,0,0,0,2722
3,311,1,0,0,7,0,2723
19,2778,0,63,96,209,4,2724
2,65,0,3,1,0,0,2725
118,11120,0,2,115,170,4,2726
71,16322,1,62,155,571,15,2727
4,11822,0,1,1,13,0,2728
2,1082,0,0,5,39,0,2729
2,96,0,0,0,0,0,2730
1,24,0,0,0,0,0,2731
5,354,0,5,2,9,3,2732
2,336,0,3,0,15,0,2733
7,817,0,2,2,11,0,2734
15,422,0,0,0,13,0,2735
2,52,0,0,0,1,0,2736
13,277,0,3,0,5,0,2737
0,0,0,0,0,0,0,2738
8,465,0,4,0,34,1,2739
2,154,0,0,0,8,0,2740
2,189,0,0,0,4,1,2741
21,1860,1,15,14,59,0,2742
1,86,0,0,0,7,0,2743
8,645,0,2,0,52,0,2744
3,420,0,4,0,17,0,2745
12,878,0,4,0,59,0,2746
7,790,1,0,0,12,0,2747
2,194,0,0,0,3,0,2748
2,219,0,0,0,3,0,2749
3,905,0,0,0,8,0,2750
10,518,0,8,4,24,0,2751
7,2671,0,22,26,92,0,2752
3,1319,0,3,2,53,2,2753
3,35,0,0,0,0,0,2754
15,5404,6,20,25,108,0,2755
1,167,0,2,0,6,1,2756
4,1045,1,0,0,26,0,2757
3,954,1,2,0,11,1,2758
1,152,0,0,0,5,0,2759
11,1615,2,9,10,50,1,2760
8,1099,0,11,10,18,3,2761
2,186,0,0,0,11,0,2762
14,4922,0,0,153,94,1,2763
15,3518,0,5,6,97,2,2764
30,6678,0,10,13,267,16,2765
4,610,0,2,2,31,1,2766
1,30,0,0,0,0,0,2767
5,1223,0,2,4,37,1,2768
6,2476,0,1,17,114,3,2769
7,398,3,0,0,0,0,2770
3,545,0,3,3,29,1,2771
1,93,0,0,3,4,0,2772
2,130,0,0,0,0,0,2773
3,633,0,0,3,7,1,2774
3,318,0,0,0,10,1,2775
5,1828,0,3,11,72,2,2776
22,3245,0,12,14,123,9,2777
1,861,0,11,93,43,1,2778
6,1537,0,2,2,32,1,2779
6,3212,2,2,0,35,1,2780
3,84,0,0,0,0,0,2781
1,9,0,0,0,0,0,2782
5,212,0,0,0,4,1,2783
2,244,0,4,2,15,0,2784
4,705,0,2,0,38,2,2785
8,410,0,3,22,17,1,2786
2,670,0,0,0,2,0,2787
5,655,0,0,3,18,0,2788
7,504,0,2,0,3,3,2789
1,246,0,0,0,13,0,2790
13,942,0,4,17,59,2,2791
1,32,0,0,0,0,0,2792
7,801,0,3,3,34,2,2793
2,101,0,0,2,2,0,2794
4,356,0,0,0,3,0,2795
6,771,0,8,0,17,0,2796
9,1320,0,10,22,59,3,2797
10,1590,1,8,23,61,1,2798
5,2890,0,16,75,107,3,2799
10,3504,0,8,10,63,2,2800
1,178,0,0,0,5,1,2801
4,63,0,0,1,1,3,2802
16,2568,0,5,72,83,6,2803
4,682,0,8,16,33,3,2804
2,59,0,2,0,0,2,2805
3,488,0,1,0,33,1,2806
2,284,0,2,0,20,1,2807
28,5891,0,168,517,133,8,2808
6,453,1,2,1,11,1,2809
4,1342,0,2,4,45,0,2810
70,17797,12,33,49,406,18,2811
1,284,0,0,0,7,1,2812
10,1244,1,3,1,35,3,2813
11,389,1,2,0,14,7,2814
9,2479,0,23,1,105,1,2815
2,163,0,10,11,11,0,2816
10,834,6,0,0,1,0,2817
1,308,1,0,0,0,0,2818
20,1789,1,2,0,86,7,2819
3,810,2,6,7,7,0,2820
26,8519,1,61,55,297,29,2821
17,3907,3,23,17,108,5,2822
22,5760,0,18,17,160,1,2823
1,716,0,2,2,14,0,2824
3,602,0,3,3,36,0,2825
3,205,0,1,3,7,1,2826
17,2345,0,5,27,81,0,2827
2,10,0,0,0,0,1,2828
2,845,0,3,5,49,0,2829
9,10274,1,1,6,130,0,2830
1,486,0,0,0,14,0,2831
1,93,0,0,0,6,0,2832
7,1140,0,4,19,29,2,2833
3,1109,2,1,1,13,1,2834
1,1063,0,0,0,47,0,2835
12,688,0,20,12,13,4,2836
1,344,0,1,4,6,1,2837
37,21702,1,66,94,537,11,2838
10,1325,2,0,0,42,0,2839
5,600,0,3,4,37,0,2840
11,1664,1,15,30,20,1,2841
4,243,1,0,1,1,1,2842
8,1353,0,2,8,8,1,2843
5,344,0,0,1,1,2,2844
12,615,0,1,7,15,3,2845
15,1554,1,8,0,21,1,2846
5,384,1,1,0,12,0,2847
2,159,0,2,2,2,1,2848
3,1006,0,6,0,27,3,2849
2,23,1,0,0,0,0,2850
0,0,0,0,0,0,0,2851
2,216,0,1,0,4,0,2852
4,684,0,7,11,33,1,2853
9,1905,0,23,38,113,5,2854
4,598,1,0,0,10,0,2855
9,2005,0,27,24,117,0,2856
8,1376,0,21,20,68,0,2857
6,1543,0,20,18,75,0,2858
1,65,0,1,1,4,0,2859
2,65,0,0,0,1,0,2860
3,331,0,0,0,8,0,2861
5,381,0,1,0,12,2,2862
2,163,0,2,1,9,0,2863
15,2755,0,14,22,80,3,2864
1,55,0,0,0,0,0,2865
21,4315,1,11,13,239,0,2866
18,4132,1,11,15,207,1,2867
7,614,0,16,0,18,2,2868
7,1266,0,9,11,51,1,2869
14,3203,0,6,7,156,5,2870
1,211,0,0,0,10,0,2871
3,199,0,2,3,6,1,2872
15,3664,0,31,43,100,4,2873
12,1733,1,20,1,74,6,2874
3,630,0,0,18,16,2,2875
8,731,0,1,0,9,1,2876
2,182,0,0,0,2,0,2877
4,1746,1,3,0,48,3,2878
9,4520,7,0,0,2,0,2879
4,1255,0,3,3,0,3,2880
9,1441,1,7,3,30,0,2881
2,102,0,0,0,3,1,2882
3,794,0,2,0,13,2,2883
3,1037,1,2,0,11,2,2884
1,446,0,1,0,5,1,2885
6,1000,0,4,0,5,6,2886
42,7650,1,40,8,96,21,2887
42,7818,3,23,1,105,19,2888
6,660,0,0,0,11,0,2889
1,91,0,1,0,3,1,2890
4,2144,2,2,13,12,0,2891
8,4231,4,0,0,9,0,2892
60,3934,0,2,5,81,1,2893
5,956,0,0,0,26,1,2894
15,1736,0,11,6,49,6,2895
7,2018,0,6,0,61,1,2896
15,1381,1,3,6,42,2,2897
2,22,0,1,0,1,0,2898
1,35,0,2,0,0,1,2899
1,35,0,3,0,0,1,2900
10,891,0,2,0,28,3,2901
1,134,0,0,0,2,0,2902
3,213,0,0,0,6,0,2903
11,252,0,7,4,15,1,2904
24,2982,0,8,17,99,8,2905
3,343,0,0,4,4,2,2906
1,196,0,1,5,9,0,2907
11,1024,0,4,4,31,0,2908
1,44,0,0,0,0,0,2909
14,2239,0,7,10,60,3,2910
17,2372,0,0,223,86,0,2911
16,7180,1,16,18,62,0,2912
8,1295,0,2,0,10,0,2913
2,59,0,0,0,0,1,2914
2,134,1,0,0,0,0,2915
37,3544,0,17,20,84,6,2916
1,278,0,1,31,14,0,2917
11,919,0,7,5,21,1,2918
2,268,0,0,4,12,0,2919
9,691,0,0,0,21,0,2920
5,667,0,9,26,35,0,2921
9,993,0,14,26,64,0,2922
2,239,0,2,1,15,0,2923
1,19,0,0,5,0,0,2924
2,428,0,8,12,11,0,2925
5,1312,0,11,27,46,6,2926
1,11,0,0,0,1,0,2927
12,1395,2,18,33,64,1,2928
8,689,1,2,2,10,1,2929
2,77,1,2,2,2,0,2930
3,220,0,2,2,10,0,2931
8,1580,1,7,20,23,6,2932
2,740,0,15,43,45,0,2933
8,613,1,13,20,22,0,2934
11,638,0,5,0,17,1,2935
5,640,0,0,5,0,4,2936
2,161,0,3,0,8,0,2937
1,212,0,0,0,0,1,2938
7,1782,1,2,48,55,0,2939
15,2023,1,7,42,41,6,2940
24,2963,4,10,55,111,4,2941
2,570,0,0,0,0,2,2942
2,94,0,2,2,4,0,2943
2,428,0,0,0,20,1,2944
1,101,0,0,0,2,0,2945
9,1497,0,11,14,71,8,2946
6,455,1,5,10,25,0,2947
12,423,0,0,7,28,0,2948
2,173,0,3,2,7,0,2949
1,19,0,2,1,0,0,2950
8,716,0,8,19,53,0,2951
11,1078,1,11,33,75,0,2952
11,2222,0,24,84,114,2,2953
11,2239,0,23,23,137,12,2954
25,3485,0,29,133,84,1,2955
1,195,0,0,12,24,0,2956
4,858,0,6,3,40,3,2957
2,326,0,0,0,12,1,2958
14,412,0,0,3,13,2,2959
0,0,0,0,0,0,0,2960
8,1523,0,7,9,104,1,2961
0,0,0,0,0,0,0,2962
39,6542,1,4,303,279,8,2963
3,182,0,0,5,14,1,2964
6,362,0,0,18,29,0,2965
1,73,0,0,0,2,0,2966
61,6747,3,19,209,244,15,2967
1,110,0,0,0,8,1,2968
1,65,0,0,0,2,0,2969
13,1268,0,7,37,78,3,2970
10,1349,0,7,36,80,0,2971
10,984,0,6,9,43,0,2972
7,599,0,1,22,27,3,2973
2,662,0,4,11,35,1,2974
4,1003,1,6,2,25,1,2975
6,532,0,1,4,11,1,2976
2,466,0,0,12,17,1,2977
1,56,0,0,1,0,0,2978
2,114,0,1,1,3,1,2979
26,6343,6,2,5,53,1,2980
26,29675,2,59,63,1181,9,2981
7,1983,1,17,18,67,0,2982
8,626,0,2,2,20,0,2983
5,1334,2,6,18,43,0,2984
6,1845,1,12,22,43,1,2985
8,3228,0,14,18,188,1,2986
9,2224,0,0,4,82,0,2987
2,306,0,5,0,15,1,2988
22,3085,0,0,27,61,0,2989
1,651,0,2,4,41,0,2990
2,1793,0,4,12,123,0,2991
6,3481,0,6,17,228,0,2992
1,57,0,1,6,6,0,2993
8,1339,0,7,11,85,2,2994
22,5955,4,6,51,288,5,2995
40,5789,0,23,62,246,9,2996
1,924,0,0,0,51,0,2997
10,3892,0,5,3,212,0,2998
1,216,0,1,0,13,0,2999
2,1248,0,7,16,38,1,3000
10,1186,0,3,3,22,1,3001
7,1332,0,4,2,46,1,3002
2,102,0,0,1,2,0,3003
2,290,0,0,2,4,0,3004
9,1604,0,5,20,72,1,3005
4,513,1,6,29,20,0,3006
7,3595,0,8,44,212,2,3007
18,3844,3,2,4,125,0,3008
6,1913,0,0,13,63,1,3009
16,1238,0,5,20,44,6,3010
1,12,0,0,0,1,0,3011
8,375,0,1,3,2,4,3012
4,390,0,3,5,17,0,3013
3,293,0,2,2,9,1,3014
1,86,0,0,0,0,0,3015
51,7995,0,50,170,334,2,3016
16,2200,0,18,28,73,3,3017
22,3280,0,2,45,106,0,3018
4,271,0,0,4,25,0,3019
1,175,0,0,0,1,0,3020
10,781,0,5,54,26,4,3021
2,98,0,0,0,9,0,3022
1,68,0,0,2,5,0,3023
5,1653,0,17,20,46,3,3024
96,12931,2,88,295,678,9,3025
2,66,0,2,2,5,0,3026
38,9337,2,21,156,516,4,3027
5,327,0,1,13,7,0,3028
6,581,0,12,10,45,2,3029
4,2689,0,36,43,148,0,3030
1,24,0,0,0,1,1,3031
2,355,0,7,10,30,1,3032
4,192,0,0,0,14,2,3033
3,197,0,0,0,0,0,3034
3,343,0,2,2,17,0,3035
3,468,0,3,3,17,0,3036
7,341,0,0,0,1,0,3037
2,332,0,4,6,15,0,3038
15,2138,2,9,19,55,1,3039
15,2469,0,0,0,26,0,3040
1,17,0,0,0,0,0,3041
1,92,1,0,0,0,0,3042
2,489,1,0,0,0,1,3043
3,281,0,0,0,0,0,3044
26,2351,3,7,5,33,1,3045
7,1220,1,2,15,38,0,3046
3,343,1,1,1,4,0,3047
1,73,0,1,0,12,1,3048
8,1154,0,7,19,38,1,3049
32,4277,1,35,120,248,2,3050
10,3307,0,12,41,125,3,3051
7,345,0,0,0,8,2,3052
2,232,0,2,1,25,0,3054
1,89,0,1,1,10,0,3055
25,2029,1,18,29,138,2,3056
4,1523,0,10,19,123,2,3057
1,285,0,2,14,17,0,3058
5,1001,0,12,59,81,0,3059
30,3859,2,30,77,247,2,3060
1,256,0,0,13,7,0,3061
2,248,0,1,2,15,0,3062
11,964,1,13,23,27,0,3063
9,1979,0,10,6,97,1,3064
52,18496,0,36,143,387,6,3065
2,295,0,1,1,16,0,3066
24,1693,2,16,22,62,2,3067
1,60,0,0,0,4,0,3068
7,515,0,6,4,31,0,3069
14,1967,0,17,72,98,0,3070
5,965,0,14,30,25,2,3071
2,458,0,0,0,2,0,3072
2,308,0,0,0,6,0,3073
6,444,0,2,2,9,1,3074
2,289,0,1,1,6,0,3075
22,2918,0,18,13,120,1,3076
1,19,0,0,0,0,1,3077
1,316,0,0,0,41,0,3078
6,300,0,3,3,10,2,3079
1,24,0,0,0,0,0,3080
3,1036,0,2,0,36,0,3081
2,782,0,1,0,25,0,3082
6,691,0,0,58,20,0,3083
2,459,0,2,0,34,0,3084
10,2812,0,11,31,64,0,3085
8,1026,0,5,3,67,0,3086
6,785,0,4,1,51,0,3087
2,209,0,2,0,17,0,3088
4,164,0,0,0,2,1,3089
5,365,0,2,9,19,0,3090
3,222,0,1,0,15,0,3091
16,1317,1,6,0,41,0,3092
1,2,0,0,0,0,0,3093
21,2100,0,12,15,66,12,3094
12,1523,0,1,7,43,1,3095
3,169,0,1,0,11,1,3096
7,653,0,0,0,10,0,3097
4,215,0,0,0,4,0,3098
4,520,1,3,33,17,0,3099
2,433,0,0,0,3,0,3100
4,513,0,1,0,29,1,3101
1,96,0,0,0,3,0,3102
1,88,0,0,0,6,0,3103
20,4001,0,19,30,141,5,3104
4,111,0,2,0,10,3,3105
3,970,0,0,3,21,0,3106
7,953,0,5,6,25,1,3107
1,955,0,30,60,80,1,3108
9,1252,3,11,11,52,1,3109
12,1859,1,8,2,72,3,3110
27,4408,0,34,62,174,5,3111
2,133,0,2,2,7,0,3112
3,358,0,8,4,10,0,3113
1,19,0,0,0,1,0,3114
2,186,0,3,26,7,0,3115
3,193,0,0,0,9,0,3116
1,35,1,0,0,0,0,3117
3,348,0,2,12,17,0,3118
3,466,0,3,9,11,0,3119
32,3354,6,6,55,65,6,3120
5,594,0,4,22,9,1,3121
7,3124,0,26,26,10,2,3122
3,140,0,1,1,7,0,3123
5,453,0,5,6,16,0,3124
3,1138,0,0,0,25,0,3125
13,792,0,0,36,42,1,3126
5,1962,0,4,4,26,1,3127
1,80,0,2,2,8,0,3128
13,2249,0,9,1,87,1,3129
30,5769,10,17,6,117,3,3130
4,1269,0,8,5,56,1,3131
17,2912,4,11,20,21,7,3132
4,205,0,0,0,1,0,3133
102,28864,7,220,158,709,24,3134
32,3245,0,26,5,124,0,3135
2,115,0,1,0,4,0,3136
0,0,0,0,0,0,0,3137
4,516,0,3,2,10,0,3138
11,1674,1,3,13,64,6,3139
8,1203,1,2,2,27,2,3140
2,98,0,0,0,0,0,3141
7,201,0,1,2,4,5,3142
2,106,0,1,3,5,0,3143
36,2582,1,6,21,96,5,3144
15,504,0,15,29,36,4,3145
12,699,0,0,1,13,4,3146
2,65,0,8,8,0,0,3147
4,304,0,0,0,31,0,3148
2,286,0,2,0,16,1,3149
2,283,0,0,0,18,1,3150
7,988,2,2,0,48,1,3151
16,3217,1,9,23,332,4,3152
2,133,0,6,4,4,2,3153
4,296,0,7,6,27,0,3154
17,1235,0,4,0,37,1,3155
18,950,0,1,0,23,3,3156
1,327,0,0,0,19,0,3157
2,740,0,4,6,25,0,3158
3,1586,0,0,0,298,1,3159
40,7700,0,20,18,340,3,3160
2,579,0,0,0,15,0,3161
2,152,1,0,0,9,0,3162
16,1704,4,1,14,82,1,3163
5,337,0,4,8,12,1,3164
6,524,0,0,1,9,0,3165
15,2028,3,10,3,47,5,3166
6,1079,0,0,1,16,0,3167
9,3245,0,2,18,113,0,3168
9,1680,2,2,7,57,0,3169
21,1988,0,16,78,37,2,3170
7,1349,0,3,28,69,3,3171
2,181,0,0,6,26,1,3172
14,3527,0,17,13,223,4,3173
3,17182,0,1,0,2,0,3174
5,89,0,0,0,1,0,3175
2,65,0,0,0,1,0,3176
5,276,1,2,45,9,1,3177
17,3629,1,26,80,106,4,3178
3,118,0,0,0,5,1,3179
18,2456,0,42,52,90,0,3180
5,2658,0,75,46,143,0,3181
41,4544,0,38,171,255,9,3182
73,16315,1,66,66,486,10,3183
6,5571,0,162,115,280,0,3184
50,13542,2,66,130,472,17,3185
1,1601,0,52,35,87,0,3186
1,12,0,0,0,0,0,3187
2,598,0,2,0,30,1,3188
3,3723,0,114,77,196,0,3189
12,2236,0,16,28,212,1,3190
5,691,0,4,5,61,1,3191
8,1974,0,9,9,68,0,3192
13,2516,0,16,3,128,8,3193
2,1058,0,0,0,23,0,3194
7,3027,0,4,1,106,1,3195
2,867,0,0,0,44,0,3196
2,866,0,0,8,7,1,3197
125,13034,0,70,357,314,0,3198
2,55,1,0,0,1,0,3199
4,934,0,2,0,42,0,3200
4,2557,0,10,0,105,0,3201
7,2345,1,8,9,106,0,3202
7,2572,0,0,3,21,0,3203
14,2484,1,12,33,94,0,3204
8,1592,0,0,0,40,0,3205
8,2887,0,10,20,104,2,3206
5,806,0,1,1,37,1,3207
6,3440,0,11,2,311,2,3208
44,23195,4,25,38,310,18,3209
22,981,0,0,0,26,0,3210
21,4820,0,8,14,92,10,3211
7,3434,0,2,12,185,1,3212
2,234,0,3,5,3,1,3213
22,3340,0,13,6,203,4,3214
8,2046,1,14,18,118,1,3215
2,1852,0,8,0,71,0,3216
24,12081,1,37,60,479,4,3217
6,3640,1,9,4,112,0,3218
7,2037,1,6,7,71,1,3219
2,10,0,0,0,0,1,3220
4,2660,0,5,99,89,0,3221
4,930,0,1,21,31,0,3222
1,527,0,3,5,10,0,3223
1,333,0,0,0,11,0,3224
2,429,0,3,3,15,0,3225
10,2897,0,7,18,89,1,3226
3,419,0,0,0,0,0,3227
4,1274,0,4,16,44,3,3228
10,1772,0,9,7,76,3,3229
15,2002,1,8,18,78,4,3230
203,15711,0,117,116,760,15,3231
5,681,0,27,16,18,1,3232
1,280,0,0,1,6,0,3233
2,100,0,2,0,9,0,3234
5,407,0,1,0,22,1,3235
1,118,0,0,0,0,1,3236
1,86,0,1,0,2,0,3237
47,21391,2,78,76,690,5,3238
1,402,0,0,0,7,0,3239
1,21,0,0,0,1,0,3240
5,300,0,1,9,15,2,3241
3,3731,0,10,48,145,1,3242
9,6309,0,2,0,190,4,3243
16,9926,0,14,35,348,2,3244
4,2114,0,12,0,55,0,3245
6,7975,0,0,0,274,2,3246
66,29043,0,21,142,1167,21,3247
4,205,0,0,0,1,0,3248
27,7151,0,15,44,325,16,3249
28,3143,0,8,10,111,1,3250
3,548,0,3,14,38,2,3251
26,7606,0,0,1,238,4,3252
18,4372,0,2,10,157,7,3253
3,975,0,0,0,33,0,3254
17,5321,3,62,87,203,9,3255
4,1149,0,5,12,37,2,3256
30,4915,0,25,47,191,11,3257
7,1499,2,4,2,34,0,3258
16,3929,3,19,54,57,3,3259
14,905,3,4,6,14,2,3260
3,42,0,1,0,4,1,3261
14,858,1,0,3,20,3,3262
1,124,0,0,0,12,0,3263
