"Files","LOC","ParseFailures","type_decs","Subtyping","Functions","Modules","Project"
40,9958,2,143,205,293,6,845
1,400,0,1,11,18,1,846
43,6284,1,77,0,626,1,847
33,4743,0,17,95,126,0,848
2,208,0,3,3,11,1,849
1,23,0,0,0,1,1,850
10,1102,1,1,10,11,3,851
1,84,0,0,0,0,1,852
2,265,0,0,6,6,1,853
2,652,1,1,7,21,1,854
4,916,0,0,0,11,0,855
5,980,1,15,1,46,1,856
16,5023,0,9,4,42,5,857
1,498,0,6,1,24,0,858
17,2114,0,0,52,59,7,859
4,732,1,4,1,18,1,860
39,15686,2,43,126,284,7,861
1,14,0,0,0,0,0,862
3,298,0,1,0,8,0,863
7,2595,0,9,34,50,2,864
28,25245,1,20,108,269,7,865
3,205,0,0,0,14,0,866
2,191,0,1,0,2,0,867
20,5686,1,10,12,288,4,868
8,3310,2,6,26,31,2,869
2,21,0,0,0,0,1,870
2,60,0,2,2,8,0,871
5,94,0,0,0,0,0,872
13,785,0,2,0,56,1,873
7,529,0,0,5,29,0,874
5,647,0,0,0,38,0,875
3,1073,0,4,6,101,2,876
2,320,0,1,0,27,0,877
7,2554,0,3,12,290,3,878
2,162,0,0,0,5,0,879
2,503,0,0,2,9,1,880
1,705,0,1,6,79,1,881
2,1397,0,2,8,158,2,882
2,128,0,0,1,4,0,883
2,865,0,2,4,87,1,884
53,12981,2,43,180,357,3,885
6,658,0,8,9,37,1,886
18,7909,0,10,42,825,10,887
3,229,0,7,4,10,0,888
4,1721,0,12,36,121,2,889
1,276,0,1,2,16,1,890
6,1680,2,5,4,94,1,891
10,3176,2,5,8,202,2,892
2,225,0,0,0,5,0,893
7,845,0,0,0,16,0,894
14,14019,2,28,0,511,7,895
2,441,0,2,0,13,0,896
7,1768,0,1,11,41,1,897
5,500,0,0,0,24,0,898
11,5276,0,4,6,155,4,899
9,2479,0,23,1,105,1,900
1,358,0,0,2,11,0,901
4,341,0,0,0,20,0,902
1,128,0,0,0,10,1,903
1,58,0,0,1,4,0,904
6,1567,0,3,5,125,0,905
15,2355,2,0,26,22,2,906
4,236,0,0,11,5,1,907
20,3716,0,2,74,84,1,908
16,2125,0,6,0,99,3,909
1,142,0,0,0,3,0,910
2,680,0,11,0,24,1,911
8,1285,0,2,0,14,0,912
1,67,0,1,0,4,0,913
3,365,1,0,0,8,0,914
9,1419,0,7,1,25,2,915
3,181,0,2,2,6,0,916
3,1180,0,0,0,1,0,917
3,940,0,2,0,25,1,918
26,3185,0,5,56,133,0,919
2,399,0,1,23,19,0,920
4,836,0,3,8,25,1,921
2,421,0,2,1,26,1,922
1,115,0,0,0,6,0,923
18,6110,3,79,68,203,0,924
1,165,0,0,2,12,0,925
1,440,0,1,7,28,1,926
2,122,0,2,4,7,0,927
1,36,0,0,0,3,0,928
5,443,0,2,0,26,0,929
4,280,0,0,0,10,0,930
2,166,0,0,0,10,0,931
3,705,0,1,0,34,1,932
6,1173,0,10,132,89,1,933
17,1619,1,10,103,79,2,934
2,136,0,2,0,8,0,935
7,414,0,2,1,17,1,936
15,702,0,1,3,28,1,937
4,170,0,2,0,3,1,938
2,201,0,0,0,11,1,939
1,111,0,0,0,6,1,940
1,101,0,0,1,9,0,941
1,10,0,0,0,0,0,942
3,154,0,0,2,12,0,943
6,1083,0,8,51,67,2,944
17,1218,0,0,0,68,2,945
2,90,0,0,0,8,0,946
1,23,0,0,0,1,0,947
7,843,0,12,39,52,1,948
11,954,0,3,12,96,1,949
4,251,0,0,10,17,0,950
16,2251,0,25,118,155,0,951
11,2269,1,0,0,7,1,952
2,350,0,0,15,18,1,953
7,1596,0,17,143,99,0,954
2,775,0,15,89,57,0,955
37,10230,0,151,830,703,0,956
8,1649,0,21,96,109,1,957
2,964,0,16,89,65,0,958
2,466,0,0,8,32,0,959
3,751,0,10,15,28,0,960
6,1722,2,8,62,42,0,961
44,9236,0,19,125,292,2,962
4,1022,1,4,24,41,0,963
23,1939,0,10,9,74,0,964
2,469,1,0,0,1,0,965
2,150,0,0,1,6,0,966
13,1424,0,6,6,34,1,967
20,1438,0,4,4,57,0,968
83,22343,1,29,162,836,29,969
3,133,0,1,1,9,0,970
22,2142,0,14,19,113,2,971
10,518,0,8,4,24,0,972
9,1618,0,3,6,40,1,973
15,2221,0,6,3,54,4,974
41,7847,5,32,58,225,10,975
2,57,0,0,0,4,0,976
3,432,0,6,4,25,0,977
4,385,0,0,0,10,4,978
3,784,0,0,0,2,2,979
59,6069,0,8,76,66,13,980
3,161,0,0,0,8,0,981
5,546,0,3,36,17,0,982
2,164,0,1,1,10,0,983
7,575,0,7,5,31,2,984
1,8,0,0,0,0,1,985
3,369,0,0,0,27,0,986
2,565,0,7,12,28,0,987
3,869,0,4,1,52,1,988
2,78,0,1,0,5,0,989
5,1834,0,4,8,96,1,990
1,92,0,0,0,6,0,991
4,319,0,0,4,20,1,992
2,845,0,3,5,49,0,993
16,6525,0,47,53,350,0,994
7,387,0,0,0,37,1,995
15,2781,3,4,2,112,2,996
4,113,0,0,0,2,1,997
28,7442,0,14,114,238,1,998
4,700,1,0,0,9,0,999
1,88,0,1,0,3,1,1000
11,2994,0,44,11,114,2,1001
4,1301,2,21,17,52,2,1002
8,969,0,10,12,68,0,1003
12,1507,3,8,15,59,4,1004
11,1819,4,1,19,29,1,1005
23,2524,0,11,16,103,0,1006
5,1036,3,0,0,20,1,1007
4,278,2,2,10,16,0,1008
3,316,0,1,0,11,0,1009
1,114,0,1,5,8,0,1010
21,4415,6,10,5,78,4,1011
6,1141,0,13,12,21,2,1012
2,231,0,0,7,7,1,1013
19,2122,5,1,1,50,4,1014
8,2062,4,4,0,44,4,1015
34,4090,7,44,60,146,2,1016
49,8814,11,20,27,165,3,1017
1,951,0,0,0,0,0,1018
2,263,1,1,2,14,0,1019
2,119,1,3,3,2,1,1020
1,100,0,1,1,3,0,1021
27,12784,4,35,29,256,13,1022
23,12192,4,21,12,507,10,1023
2,313,0,1,5,18,1,1024
2,1136,1,1,0,30,0,1025
2,506,0,0,0,54,0,1026
7,1633,0,17,9,79,0,1027
4,1385,1,5,9,55,0,1028
1,121,0,0,0,0,0,1029
1,388,0,0,0,1,0,1030
9,1882,6,38,2,7,1,1031
2,504,2,0,0,0,0,1032
20,4184,2,6,10,181,2,1033
4,4145,1,52,30,142,3,1034
30,3247,0,13,19,106,13,1035
29,4087,7,27,54,68,4,1036
11,4236,0,43,64,121,3,1037
11,6446,1,108,67,241,5,1038
6,2279,4,10,9,39,2,1039
1,63,1,0,0,0,0,1040
2,628,2,0,0,0,0,1041
29,11455,15,55,48,239,5,1042
2,1960,0,68,76,42,2,1043
17,3907,3,23,17,108,5,1044
20,1381,0,0,50,47,0,1045
2,1168,2,0,0,0,0,1046
12,1439,0,9,74,73,0,1047
12,1324,3,5,1,20,3,1048
5,207,1,0,0,7,0,1049
11,1865,0,12,12,56,0,1050
47,8335,5,19,192,270,10,1051
6,893,0,0,0,34,3,1052
4,950,1,14,14,25,5,1053
13,3714,2,5,46,102,2,1054
14,2708,0,56,40,111,5,1055
2,4,0,0,0,0,0,1056
2,202,0,1,42,5,1,1057
2,484,0,3,10,21,1,1058
48,12503,4,67,28,417,12,1059
2,794,0,4,11,22,0,1060
8,3723,2,12,25,91,1,1061
10,1837,0,5,4,52,3,1062
2,634,0,0,4,5,0,1063
11,2222,0,5,10,57,6,1064
3,371,0,3,6,10,1,1065
11,8675,0,27,26,279,6,1066
321,68293,21,486,1487,1980,46,1067
16,6305,4,27,80,111,0,1068
12,767,0,5,33,43,1,1069
17,2912,4,11,20,21,7,1070
1,459,1,0,0,0,0,1071
1,430,0,0,0,18,1,1072
5,2638,0,11,15,24,3,1073
2,255,0,2,0,0,1,1074
17,4247,2,25,11,91,4,1075
4,394,0,4,0,9,2,1076
1,194,0,12,12,7,0,1077
3,4165,3,0,0,0,0,1078
2,280,0,1,0,10,1,1079
1,215,0,0,0,0,0,1080
5,2867,0,21,71,77,1,1081
10,1937,3,4,5,33,0,1082
2,718,0,7,22,21,1,1083
16,2052,0,5,5,93,6,1084
2,423,0,0,0,0,0,1085
2,129,0,0,0,2,0,1086
722,163007,15,229,362,2350,71,1087
6,736,0,4,4,34,3,1088
3,592,0,1,0,13,3,1089
2,175,0,1,1,8,2,1090
6,300,0,1,0,10,1,1091
3,894,0,0,0,11,2,1092
1,664,0,0,0,6,0,1093
2,506,0,0,0,7,1,1094
2,1328,0,0,0,12,0,1095
1,28,0,0,0,0,0,1096
3,1628,0,0,0,16,2,1097
31,6066,0,28,30,223,3,1098
11,2496,1,7,4,58,0,1099
8,2627,0,4,9,69,0,1100
9,1718,0,1,11,40,2,1101
15,2097,0,7,52,53,1,1102
1,86,0,0,0,0,0,1103
4,736,0,1,8,36,0,1104
12,1001,0,0,1,5,3,1105
7,1550,0,3,37,79,3,1106
13,2252,0,5,2,30,7,1107
4,1523,0,10,19,123,2,1108
68,16732,1,2,65,452,33,1109
8,1374,0,11,10,44,0,1110
4,357,0,0,0,4,0,1111
20,7097,0,3,5,280,7,1112
15,1938,0,8,8,80,2,1113
3,274,0,0,0,3,1,1114
19,16965,0,27,28,690,7,1115
6,848,0,0,0,4,0,1116
8,2106,0,9,19,120,4,1117
1,53,0,0,0,1,0,1118
8,290,0,1,0,10,2,1119
11,2503,0,15,13,47,0,1120
8,2380,0,0,18,25,0,1121
19,2778,0,63,96,209,4,1122
3,182,0,0,0,1,0,1123
7,1083,0,6,10,50,2,1124
4,1074,0,4,9,106,3,1125
6,386,0,3,1,29,0,1126
2,226,0,3,0,23,0,1127
1,43,0,0,0,1,1,1128
16,1012,0,3,16,49,5,1129
1,84,0,1,6,4,0,1130
2,354,0,1,0,19,1,1131
7,789,0,3,8,62,1,1132
4,228,0,4,3,19,0,1133
0,0,0,0,0,0,0,1134
5,1065,0,0,0,82,0,1135
1,215,0,2,2,9,1,1136
11,1434,0,3,2,101,1,1137
6,581,0,4,4,34,2,1138
14,802,0,3,11,33,1,1139
10,1520,0,4,6,61,4,1140
15,2631,0,10,26,144,6,1141
2,166,0,0,0,12,0,1142
19,2669,0,15,30,168,3,1143
1,93,0,0,0,3,0,1144
6,982,0,4,12,84,0,1145
15,3012,1,2,0,119,7,1146
15,3632,0,4,3,250,0,1147
28,3990,0,17,38,142,11,1148
1,3,0,0,0,0,0,1149
1,65,0,0,0,1,0,1150
13,1812,0,2,21,61,4,1151
19,1230,0,9,2,41,8,1152
4,2195,1,7,44,37,0,1153
7,772,0,0,0,16,3,1154
40,1963,0,4,1,35,1,1155
1,252,0,0,0,0,0,1156
1,73,0,0,0,3,0,1157
7,972,0,0,6,30,0,1158
1,426,0,0,1,24,0,1159
37,19392,11,24,196,247,1,1160
2,1250,0,10,75,66,0,1161
2,1244,1,0,0,0,0,1162
1,212,0,0,0,0,0,1163
43,12628,2,39,125,541,5,1164
30,8450,0,4,42,58,2,1165
2,64,0,0,0,0,0,1166
1,372,0,0,0,28,0,1167
2,191,0,1,0,0,0,1168
20,4351,0,40,77,198,1,1169
16,5189,1,10,70,247,3,1170
8,1159,1,6,15,42,0,1171
21,2860,0,24,133,124,4,1172
14,7566,3,13,3,100,0,1173
1,72,0,1,0,2,0,1174
13,2975,0,12,82,69,0,1175
6,1036,0,9,72,30,1,1176
25,2563,0,3,143,198,1,1177
1,90,0,1,2,6,0,1178
9,2918,0,12,118,92,0,1179
2,1831,0,1,60,87,0,1180
4,3990,1,13,8,121,2,1181
1,1865,1,0,0,0,0,1182
5,7684,4,3,1,4,1,1183
4,834,0,1,5,49,0,1184
5,1806,0,5,3,113,2,1185
4,503,0,2,6,30,0,1186
11,827,0,9,14,49,0,1187
8,553,0,0,5,18,1,1188
1,40,1,0,0,0,0,1189
1,40,1,0,0,0,0,1190
7,681,0,5,5,30,0,1191
14,5614,0,28,86,224,5,1192
2,697,0,4,2,28,2,1193
5,600,0,3,4,37,0,1194
3,219,0,8,1,9,0,1195
13,7696,1,13,88,237,0,1196
5,1535,0,12,2,72,2,1197
10,1616,4,0,0,0,6,1198
4,652,0,1,1,73,1,1199
290,52224,14,284,377,2131,31,1200
12,3093,1,24,28,135,3,1201
5,1241,2,4,16,42,1,1202
1,1016,0,2,1,1,1,1203
12,8648,5,21,13,68,7,1204
1,1473,0,4,2,12,1,1205
4,2160,1,4,2,28,1,1206
1,146,1,0,0,0,0,1207
33,19240,2,75,42,375,5,1208
2,189,2,0,0,0,0,1209
7,1967,0,26,10,121,0,1210
12,2281,0,22,8,129,0,1211
17,3329,0,18,11,103,11,1212
2,415,0,5,2,25,2,1213
2,566,0,7,2,25,1,1214
2,69,0,0,0,0,1,1215
2,74,0,0,0,4,0,1216
4,369,0,3,0,16,0,1217
8,775,0,8,6,37,1,1218
4,220,0,0,0,14,1,1219
5,1125,0,6,0,68,3,1220
3,1924,1,0,0,2,0,1221
8,2496,0,6,0,72,6,1222
3,1326,0,6,0,75,3,1223
14,19122,2,17,18,73,2,1224
10,11443,5,16,12,459,4,1225
9,2862,0,18,15,68,3,1226
10,2184,1,22,13,101,5,1227
113,28798,2,80,642,987,20,1228
1,220,0,0,0,7,0,1229
31,15454,0,12,7,412,7,1230
3,930,0,2,7,35,0,1231
6,2484,0,12,19,166,0,1232
5,1037,0,7,14,30,1,1233
8,4851,0,18,57,227,0,1234
4,2430,0,12,23,152,0,1235
17,12181,1,55,144,485,2,1236
2,244,0,4,2,15,0,1237
10,775,1,7,11,49,5,1238
1,41,0,0,0,0,1,1239
5,270,0,0,1,4,2,1240
4,405,0,5,3,12,0,1241
35,6080,0,13,13,310,16,1242
6,114,0,0,0,1,0,1243
6,960,0,3,1,53,1,1244
2,1203,0,1,2,46,1,1245
3,459,0,2,0,10,1,1246
2,110,0,1,0,5,0,1247
3,129,0,1,2,23,0,1248
2,27,0,1,2,3,0,1249
14,1658,1,7,0,46,2,1250
1,78,0,1,5,3,0,1251
7,997,0,2,4,19,2,1252
1,194,0,1,0,16,0,1253
2,1060,0,48,0,41,0,1254
3,58,0,0,0,0,0,1255
2,236,2,0,0,0,0,1256
2,96,0,3,2,0,0,1257
2,350,0,2,2,8,1,1258
2,244,2,0,0,0,0,1259
13,6493,3,34,0,181,3,1260
5,2725,2,53,2,63,0,1261
1,162,1,0,0,0,0,1262
2,1188,0,51,3,60,0,1263
15,4540,0,203,8,199,3,1264
17,3948,5,5,22,67,1,1265
52,29195,0,536,326,1249,16,1266
3,1279,0,0,3,56,3,1267
5,341,0,11,0,27,2,1268
8,702,0,0,28,28,0,1269
2,166,0,4,4,3,0,1270
5,95,0,0,2,1,0,1271
2,118,0,1,6,7,0,1272
1,27,0,0,0,0,0,1273
7,602,0,3,0,0,5,1274
3,152,0,2,6,8,0,1275
12,681,0,8,16,38,0,1276
2,119,0,1,1,5,0,1277
11,940,0,9,7,12,2,1278
4,118,0,0,1,1,0,1279
39,15686,2,43,126,284,7,1280
7,96,0,0,0,0,1,1281
23,10909,2,34,44,184,4,1282
32,5055,1,45,145,220,1,1283
18,1229,0,20,38,69,1,1284
198,15357,0,108,106,749,15,1285
3,538,0,15,16,38,0,1286
2,150,0,0,0,4,0,1287
2,162,0,0,0,0,0,1288
44,5917,1,17,43,70,4,1289
5,1957,3,0,3,6,1,1290
45,5739,6,12,70,227,0,1291
22,2660,0,12,38,96,6,1292
9,2721,0,0,28,40,0,1293
4,510,0,0,0,10,0,1294
1,163,0,0,0,4,0,1295
9,403,2,1,1,16,1,1296
1,1048,0,0,1,31,1,1297
0,0,0,0,0,0,0,1298
11,2585,0,3,42,74,5,1299
18,745,0,0,0,34,0,1300
1,147,0,2,10,5,0,1301
6,591,1,6,32,19,0,1302
3,292,0,0,1,3,1,1303
2,872,0,14,92,49,0,1304
2,69,0,1,0,2,0,1305
4,1416,0,6,61,72,0,1306
6,604,0,3,9,7,2,1307
11,6478,0,21,306,361,2,1308
8,3214,0,20,98,152,2,1309
2,578,0,0,10,33,1,1310
3,772,0,1,21,23,1,1311
22,7866,0,3,147,215,3,1312
8,2263,0,12,23,116,3,1313
9,2701,0,0,24,91,0,1314
2,603,0,0,0,12,0,1315
1,52,0,2,0,3,0,1316
6,817,0,3,4,31,2,1317
66,6612,0,2,192,109,1,1318
2,156,0,2,0,2,0,1319
1,229,0,0,0,1,0,1320
6,2133,0,0,45,49,6,1321
11,2851,0,0,54,60,8,1322
87,17182,5,101,334,615,17,1323
11,1679,1,0,16,23,6,1324
2,614,0,0,2,2,2,1325
29,4989,4,1,35,105,5,1326
12,2513,0,0,1,124,0,1327
7,1736,0,0,27,70,5,1328
4,159,0,1,0,5,1,1329
13,1808,0,5,4,64,4,1330
10,1722,1,3,19,37,3,1331
32,6444,0,28,48,285,9,1332
6,1276,0,7,8,61,1,1333
18,4003,1,9,32,189,2,1334
1,411,0,1,1,22,0,1335
22,7007,1,24,61,330,3,1336
5,1171,1,4,5,42,0,1337
21,3440,1,24,33,112,9,1338
6,379,0,9,11,22,1,1339
15,1765,0,18,13,58,5,1340
1,304,0,0,14,10,0,1341
8,337,0,7,10,0,8,1342
3,325,0,3,0,8,0,1343
32,3459,2,31,65,185,4,1344
2,81,0,0,8,4,0,1345
2,691,0,1,13,19,0,1346
3,224,0,4,6,10,3,1347
10,2362,0,0,0,0,0,1348
10,1245,0,12,4,48,2,1349
22,2628,0,7,33,103,1,1350
2,468,0,0,0,8,0,1351
12,9760,0,1,51,389,0,1352
2,1365,0,0,16,76,0,1353
2,1769,0,0,0,244,0,1354
29,5619,0,5,0,226,9,1355
2,214,0,1,1,5,3,1356
9,6991,0,4,0,274,0,1357
17,1383,0,29,57,50,0,1358
0,0,0,0,0,0,0,1359
3,295,0,4,4,8,0,1360
19,1412,0,19,7,74,3,1361
1,24,0,0,0,0,1,1362
2,198,0,0,17,2,0,1363
8,648,0,1,0,12,1,1364
2,368,0,3,10,5,0,1365
7,2043,0,32,213,140,0,1366
4,427,0,8,16,31,0,1367
1,5,0,0,0,0,1,1368
4,522,0,9,14,9,1,1369
21,2927,0,4,33,52,1,1370
1,86,0,0,0,2,0,1371
16,797,0,6,3,25,0,1372
1,214,0,2,2,7,0,1373
7,1425,0,3,5,107,0,1374
31,4952,7,36,41,129,1,1375
3,257,1,0,0,2,0,1376
8,1628,0,0,15,29,2,1377
4,380,0,0,1,5,3,1378
4,865,0,0,4,16,1,1379
78,20436,5,113,343,540,15,1380
9,1677,0,73,181,66,4,1381
22,7210,0,40,134,309,4,1382
4,508,0,1,0,23,1,1383
5,425,0,0,2,16,1,1384
21,6501,0,6,79,248,7,1385
6,1773,0,31,130,52,4,1386
1,101,0,1,2,3,0,1387
11,4334,0,0,98,160,0,1388
15,2572,0,29,56,97,0,1389
3,208,0,1,2,8,1,1390
3,140,0,0,0,9,2,1391
14,2871,2,14,2,97,1,1392
18,3224,0,10,11,136,2,1393
2,177,0,0,0,5,1,1394
7,2375,1,1,0,218,8,1395
23,9097,2,37,158,345,7,1396
5,536,0,1,0,6,3,1397
6,1208,0,0,0,0,2,1398
1,55,0,0,0,3,0,1399
4,1632,0,15,0,52,0,1400
2,845,0,5,4,18,0,1401
4,1239,0,2,0,27,2,1402
3,722,0,3,0,48,0,1403
4,1459,0,6,6,114,1,1404
3,745,0,3,41,35,0,1405
5,426,0,3,0,8,1,1406
7,3012,3,0,0,56,0,1407
21,5814,1,12,124,277,4,1408
28,19206,3,53,76,994,6,1409
1,21,0,0,0,0,1,1410
14,888,0,2,0,17,6,1411
7,612,0,1,9,38,1,1412
8,4169,0,31,61,144,1,1413
4,711,2,0,0,4,0,1414
3,213,0,0,0,6,0,1415
42,4825,1,42,237,185,6,1416
7,575,1,5,3,17,0,1417
5,541,0,1,2,9,2,1418
22,3301,0,26,38,148,1,1419
2,201,0,2,3,2,0,1420
9,1716,1,15,19,66,0,1421
2,480,0,7,34,36,0,1422
3,1713,0,26,32,79,0,1423
9,1960,0,6,26,48,0,1424
4,88,1,0,0,1,2,1425
4,261,1,2,1,4,0,1426
10,1349,0,18,2,41,1,1427
3,499,0,3,0,11,1,1428
4,657,0,4,7,31,1,1429
3,615,0,3,7,26,1,1430
2,39,0,0,0,0,0,1431
4,1082,0,4,16,47,1,1432
26,9922,4,47,40,203,9,1433
6,808,0,3,7,16,2,1434
217,44731,7,269,989,1413,75,1435
11,939,1,7,8,57,1,1436
10,770,0,20,38,39,0,1437
11,749,1,8,9,15,4,1438
5,413,0,3,4,25,1,1439
4,2006,0,3,12,22,2,1440
14,1453,0,23,26,41,0,1441
2,567,0,1,1,20,2,1442
3,326,0,0,0,11,0,1443
0,0,0,0,0,0,0,1444
9,1536,0,14,214,49,2,1445
8,1078,1,12,43,39,3,1446
1,112,0,1,0,5,1,1447
7,2788,1,9,7,93,3,1448
9,1606,0,27,72,73,3,1449
4,230,0,2,11,5,1,1450
0,0,0,0,0,0,0,1451
1,175,0,0,0,14,0,1452
1,201,0,0,0,15,0,1453
1,29,0,0,0,2,0,1454
4,1212,0,17,51,35,0,1455
12,13490,2,42,3,524,2,1456
2,63,0,0,0,2,0,1457
10,1668,0,4,0,41,5,1458
9,942,3,4,0,17,2,1459
3,81,1,0,0,1,0,1460
3,315,0,3,0,18,1,1461
1,12,0,0,0,0,0,1462
14,15302,2,8,11,44,1,1463
1,120,0,0,0,0,0,1464
2,144,0,0,0,3,0,1465
1,25,0,0,0,1,0,1466
7,674,0,3,0,37,2,1467
2,2171,0,10,0,94,0,1468
3,914,2,1,0,25,0,1469
11,2256,1,15,12,86,2,1470
5,490,0,10,1,30,1,1471
13,1233,0,6,20,116,0,1472
1,232,1,0,0,0,0,1473
30,4538,0,16,25,245,6,1474
6,529,1,0,0,3,0,1475
24,3355,5,7,18,102,5,1476
15,4374,2,5,0,129,6,1477
1,1,0,0,0,0,0,1478
12,2009,0,8,28,69,1,1479
4,247,0,8,46,5,0,1480
2,533,0,2,145,54,0,1481
6,662,0,9,12,9,0,1482
26,2177,0,9,40,57,3,1483
27,3062,8,15,31,141,5,1484
2,108,0,1,2,5,1,1485
4,365,0,30,27,27,0,1486
4,158,1,2,0,4,1,1487
13,999,0,1,5,36,2,1488
14,2784,4,10,51,144,2,1489
1,15,0,0,0,0,1,1490
6,715,1,4,8,31,2,1491
2,54,0,0,0,2,0,1492
6,509,0,7,10,29,2,1493
9,227,0,1,0,4,1,1494
2,45,0,0,0,1,1,1495
1,154,0,0,0,5,0,1496
11,3177,0,18,21,318,4,1497
23,2552,0,1,0,81,11,1498
1,12,0,0,0,0,0,1499
1,45,0,0,0,0,3,1500
2,149,0,1,0,4,4,1501
11,2068,2,2,2,50,6,1502
4,814,0,3,0,48,4,1503
4,2949,2,0,0,2,2,1504
4,703,0,4,4,20,0,1505
13,881,0,7,3,38,5,1506
3,667,0,2,0,13,3,1507
9,2322,0,16,15,117,9,1508
4,657,0,4,7,31,1,1509
3,360,0,2,2,6,0,1510
17,4362,6,10,12,70,5,1511
11,1657,1,2,0,111,0,1512
3,189,0,0,0,10,0,1513
3,423,1,2,4,14,1,1514
10,3504,0,8,10,63,2,1515
1,151,0,1,1,4,1,1516
4,826,0,2,7,27,1,1517
5,2337,1,4,7,37,1,1518
4,1017,0,3,9,20,1,1519
19,11047,5,15,27,129,6,1520
17,1817,5,2,8,24,6,1521
3,464,0,0,0,7,0,1522
61,27755,14,17,8,137,7,1523
0,0,0,0,0,0,0,1524
8,812,3,2,0,12,0,1525
2,238,1,0,0,0,0,1526
2,164,2,0,0,0,0,1527
6,75,0,1,1,3,0,1528
8,1557,2,6,0,91,4,1529
19,2539,4,20,80,88,1,1530
2,244,1,0,0,0,0,1531
13,1312,0,3,69,44,0,1532
4,3064,1,1,0,43,0,1533
0,0,0,0,0,0,0,1534
2,244,1,0,0,0,0,1535
41,5958,8,3,5,157,9,1536
3,691,1,1,4,5,0,1537
6,1428,3,2,4,3,0,1538
2,92,0,1,18,2,1,1539
2,44,0,0,0,0,0,1540
22,2535,6,2,0,60,0,1541
3,222,0,0,0,0,0,1542
2,217,1,1,0,15,0,1543
15,797,3,0,0,5,1,1544
3,305,0,0,0,22,0,1545
12,2136,6,9,9,18,0,1546
2,658,0,0,6,22,0,1547
78,12849,22,68,103,158,2,1548
3,187,0,0,0,5,0,1549
11,939,1,15,21,33,2,1550
1,15,0,0,0,0,0,1551
1,204,1,0,0,0,0,1552
8,928,2,0,0,6,0,1553
2,343,1,0,0,3,0,1554
3,188,2,0,0,0,0,1555
3,941,2,0,0,1,1,1556
4,475,1,1,1,0,0,1557
8,316,0,0,0,1,0,1558
1,565,1,0,0,0,0,1559
27,3398,7,5,1,27,2,1560
2,119,0,2,2,3,1,1561
6,378,0,4,4,12,3,1562
125,19749,7,43,304,577,15,1563
1,7,0,0,0,0,0,1564
5,774,1,6,11,7,0,1565
4,478,0,2,0,4,0,1566
8,757,1,2,4,14,0,1567
11,1600,2,4,0,44,0,1568
2,164,0,1,1,10,0,1569
1,139,0,0,0,3,0,1570
19,1200,1,0,0,30,0,1571
1,49,1,0,0,0,0,1572
3,190,0,2,0,0,0,1573
2,79,0,0,0,0,0,1574
12,1690,6,0,1,2,1,1575
4,88,1,0,0,1,2,1576
52,5262,9,18,46,92,4,1577
4,670,0,9,18,43,2,1578
33,3742,5,19,24,68,0,1580
6,6964,0,16,18,279,2,1581
12,810,0,4,2,37,2,1582
2,326,1,0,0,2,0,1583
1,152,0,0,0,2,0,1584
1,17,0,0,0,0,0,1585
4,565,0,2,16,13,0,1586
1,78,0,0,0,0,0,1587
2,232,2,0,0,0,0,1588
4,668,2,0,0,18,0,1589
2,465,0,0,0,17,0,1590
10,2669,1,1,1,79,1,1591
15,3782,4,0,13,44,2,1592
11,372,0,0,0,17,0,1593
6,776,2,16,7,10,2,1594
7,873,1,0,3,3,0,1595
6,922,1,4,0,30,0,1596
18,800,1,4,8,18,1,1597
9,546,0,2,2,27,2,1598
14,1815,0,8,9,44,0,1599
4,350,2,1,0,3,0,1601
3,765,0,4,37,43,0,1602
20,2952,0,13,34,117,0,1603
4,2922,0,175,0,348,0,1604
2,223,0,0,0,9,1,1605
10,1629,0,7,51,94,1,1606
2,165,0,2,0,12,0,1607
7,692,1,5,13,21,0,1608
6,234,1,0,0,0,1,1609
117,13229,7,23,30,427,0,1610
10,517,1,2,2,11,1,1611
7,1782,1,2,48,55,0,1612
1,316,0,2,0,9,0,1613
3,584,0,4,3,27,0,1614
3,473,0,2,0,24,0,1615
8,416,0,0,0,4,0,1616
35,8106,6,30,476,381,2,1617
2,218,1,2,0,5,0,1618
35,6008,0,24,25,236,4,1619
4,1141,0,5,160,34,1,1620
15,1416,0,5,25,36,8,1621
8,504,0,1,6,23,0,1622
1,24,0,0,0,0,0,1623
12,1544,1,3,11,31,4,1624
7,1327,3,15,8,39,0,1625
1,34,0,0,0,1,0,1626
2,26,0,0,0,2,0,1627
347,123679,64,242,820,2118,59,1628
2,684,1,1,1,10,0,1629
3,160,0,0,0,9,3,1630
4,591,0,1,1,9,0,1631
10,1022,2,6,11,17,2,1632
10,1346,1,4,8,26,2,1633
1,63,0,0,0,0,0,1634
9,546,0,2,2,27,2,1635
2,87,0,1,5,5,0,1636
9,5579,0,30,0,191,2,1637
13,3413,0,5,14,107,2,1638
20,2510,2,11,18,36,1,1639
2,324,1,0,0,1,0,1640
3,276,1,1,3,2,0,1641
3,538,0,15,16,38,0,1642
36,1350,0,12,40,83,4,1643
2,285,1,0,0,0,0,1644
2,528,0,0,1,0,0,1645
4,974,0,1,1,0,0,1646
17,3398,1,0,123,27,0,1647
7,818,0,4,0,22,2,1648
8,411,0,0,0,27,0,1649
4,256,0,1,2,10,1,1650
17,1052,3,22,38,21,0,1651
19,3277,1,22,11,77,2,1652
7,777,2,2,10,7,0,1653
1,167,0,0,0,3,0,1654
5,975,0,0,0,25,0,1655
