"jr/old\_serialize",f64feaf09a431af362166d6714f2e8cdc28883b4,1467837884,277,6,28,40,75,115,278,195,279,247
"jr/gcscrub",042583ab3a359e95b976ec64d0a05583248b87d1,1475250674,6,28,40,75,120,134,195,235,247
"jr/serialize",f9376e6ffafa0c491a7906ab3b3ed4656b24f92d,1467837884,274,6,28,40,75,115,275,195,276,247
"jr/bootstrap",31e9932d9418888e2b054e71b7e607d12ed850c3,1467235846,271,253,254,6,28,255,75,257,134,272,273,267
"jr/showfix",627fa75d045813aef736d8af633f18ebc1ee4cff,1464270127,6,268,40,74,115,134,269,270,247
"jr/subsample",78ad324cd81ebc95c516e8d8b552f88819ec4e82,1468884144,250,253,254,6,28,255,256,258,134,262,266,267
"master",6c77bdcbba203169fb1dd8e6f862c2c15657d7db,1491323026,1,2,6,30,41,75,126,137,200,239,249
