"no-abstract-var",ce16f484bc566861d7de2d6ac4bab91ad59192ef,1451148958,527,529,126,531,532,216,542,553,176,558,561,567,575,581,583,590,597,603,606,612,618,627,630,639,650,680,691,730,736,744,750,759,109,767,780,168,253,263,786,370,801,813,283,833
"flexible-variable-types",4e59398b3da1fb92826acacaff50dccc1a3d4330,1460918555,5,7,9,11,13,15,17,19,21,23,25,27,30,33,38,43,44,48,52,54,56,62,65,70,73,81,94,102,122,138,150,154,157,159,162,170,182,190,202,961,231,237,247,257,259,276,288,296,299,303,312,317,325,335,358,364,373,381,389,391,392,407,415,421,335,431,438,441,449,458,468,479,487,498,504,517,138,231,182,564,571,578,586,594,600,609,615,624,636,642,676,718,122,170,276,373,823,288
"cleanup",bd394c05cbacf9062ae2adaa0fe8af6cf6406a4a,1457822515,25,27,30,33,37,43,44,47,51,54,56,62,65,69,73,80,94,102,121,138,148,154,157,159,162,170,182,190,202,212,228,237,247,257,259,274,288,296,299,303,312,317,325,335,358,364,373,381,389,391,392,406,415,421,335,431,438,441,449,458,468,479,487,498,504,517,138,228,182,564,571,578,586,594,600,609,615,624,636,642,672,716,121,170,274,373,820,288
"old",c3d2c3cf341383c6d98cf9aacea1889bfe71f60d,1453311986,337,340,341,353,354,359,365,372,375,383,391,392,393,398,411,416,422,327,424,433,440,443,451,460,463,470,472,474,481,489,492,500,507,521,523,524,528,529,562,568,576,584,591,598,604,607,613,620,628,631,640,653,696,783,372,814
"refactor",5ecd7492083dbb2397142bc5f569c305c2217a7b,1469578238,836,838,839,840,841,842,843,844,845,846,847,848,849,850,851,852,853,854,855,856,857,858,859,28,30,34,40,862,863,48,52,865,867,868,870,871,873,876,878,881,883,885,887,888,889,890,891,893,895,898,900,904,905,908,258,259,911,288,913,914,915,916,918,920,921,374,922,923,391,392,925,926,928,918,929,930,931,932,933,934,935,936,937,938,939,883,904,893,940,941,942,943,944,945,946,947,948,949,950,953,958,881,891,911,374,960,288
"simple",eef94c0e7c828d4507440fc3fc0936230a8fd31f,1460919014,6,8,10,12,14,16,18,20,22,24,25,27,30,34,39,43,45,48,52,55,56,63,66,71,74,81,95,103,124,139,151,154,157,159,162,171,183,191,203,213,233,237,248,258,259,277,288,297,300,304,313,318,326,336,358,364,373,382,390,391,392,408,415,421,336,432,439,441,450,459,469,480,488,499,505,519,139,233,183,565,572,579,587,595,601,610,616,625,637,643,677,720,124,171,277,373,824,288
"staged",fae6e6bb58d104041ab6c8d50ef0c96144f1f4b6,1453668513,193,206,218,236,238,241,256,257,259,264,287,289,298,301,306,316,321,331,343,355,362,365,372,376,384,391,392,394,399,414,419,423,331,428,436,440,446,455,466,477,484,494,502,513,528,529,218,563,569,577,585,592,599,608,614,621,632,641,657,702,784,256,264,372,817,287
"static-scope",ca7086fcfbc5c13327acd02148e375fdc259b63b,1457201887,53,56,60,65,68,73,77,91,101,118,135,147,154,157,159,162,170,179,186,196,209,225,237,247,256,257,259,271,287,293,299,302,310,317,324,333,351,357,364,367,372,378,386,391,392,403,415,421,423,333,430,437,441,448,456,467,478,485,496,503,515,528,529,135,225,179,564,571,578,586,594,600,609,615,624,636,642,669,709,118,785,170,256,271,372,820,287
"master",8d2f6529e92285c2c139b238cfbe8667d8a172e7,1466983321,0,2,4,6,8,10,12,14,16,18,20,22,24,28,30,34,40,43,46,48,52,55,57,63,66,72,74,84,96,103,125,139,152,155,157,159,162,171,183,191,203,214,235,237,248,258,259,278,288,297,300,304,314,318,326,336,358,364,374,382,390,391,392,409,415,421,336,432,439,442,450,459,469,480,488,499,505,520,139,235,183,565,572,579,588,595,601,610,616,625,637,643,677,724,125,171,278,374,824,288
