"develop",0ce8882c99ea3b2074a5f3f15ed02531df93203e,1414590344,3,15,20,30
"hotfix",b3992412dbbe187c2a33468ed9ca3d221f1196d0,1408562321,3,15,20,30
"prox\_rdf",865d9fad1a9f76ec4f6b9ac7092c7c262dbb7d51,1406128702,3,15,20,30
"master",15c1a6b227c5c737509d02eef32d8c55d925cc78,1408563063,3,15,20,30
