"doubleInt",09416a2a63eab48a953a62760b06e54ead8737ab,1394737777,8,12,15,18,28,34,43,54,64,73,84,97
"faster",d1eee014bc7dcf1de41a12f572a8b609c6bb2326,1394741553,8,12,15,19,29,34,44,54,64,73,85,98
"master",9e2bb5833fe7a54eeb7cfd94cd89e95e900ee620,1406682090,1,3,6,11,13,16,24,31,35,49,56,65,76,89,101
