"lwrk2",2f76fdd666ace58993d742f456264b914e6f22b0,1486668842,2,14,44,74
"doc-parametric",025f7f45f9a9fb1865760e83f550d734ebb33179,1491951320,2,14,57,81
"doc-arg-order",c92b62b67750ed612bc9a36467a2750db9e96da4,1491954406,2,14,53,81
"simplify-private-methods",00dad9d11b9fea2db6c2f6a4ceb7acfe4f0d69b4,1491955696,2,14,54,81
"windows-download",393369d02b921cf526d55259e9b3f07dd141856c,1456728145,2,9,38,72
"master",c2631ebfb0fd13f34ea05515d4b2ff2fa70c4a88,1493151789,2,14,58,81
